,,,,,,,,,,,,,,,,,
     - CO 오염도,,,,,,,,,,,,,,,,,
시.도,시군구,측정소명,"유효
자료
획득률
(%)","유효
측정
일수
(day)","유효
측정
횟수
(8hour)","유효
측정
시간
(hour)","월평균
(ppm)",1시간치,,,,,8시간치,,,,
,,,,,,,,"최저
(ppm)","최고
(ppm)",최고일시,"기준초과
(회)","초과율
(%)","최저
(ppm)","최고
(ppm)",최고일시,"기준초과
(회)","초과율
(%)"
,,,,,,,,,,,,,,,,,
충북,음성,음성읍,99.70,28,667,670,0.6,0.3,1.4,2019022323,,,0.4,1.1,201902062104,,
충북,청주,송정동,98.95,28,672,665,0.4,0.0,1.3,2019022822,,,0.3,0.9,201902020613,,
충북,청주,사천동,99.10,28,672,666,0.7,0.4,1.4,2019022110,,,0.6,1.1,201902061902,,
충북,청주,문화동,99.10,28,672,666,0.6,0.3,1.4,2019020313,,,0.5,1.1,201902032003,,
충북,청주,용암동,98.80,28,660,664,0.4,0.1,1.2,2019020303,,,0.3,1.0,201902030714,,
충북,청주,오창읍,99.25,28,672,667,0.4,0.2,1.0,2019020312,,,0.2,0.8,201902060209,,
충북,청주,산남동,99.40,28,667,668,0.6,0.2,1.4,2019022823,,,0.5,1.0,201902220108,,
충북,청주,오송읍,99.55,28,667,669,0.5,0.2,1.2,2019022823,,,0.3,0.9,201902281623,,
충북,충주,호암동,99.10,28,672,666,0.7,0.2,2.3,2019020317,,,0.5,1.4,201902031017,,
충북,충주,칠금동,99.25,28,672,667,0.7,0.3,2.1,2019020317,,,0.5,1.4,201902031118,,
충북,제천,장락동,98.95,28,672,665,0.6,0.0,2.0,2019022211,,,0.3,1.7,201902250108,,
충북,단양,매포읍,98.66,28,666,663,0.6,0.2,2.7,2019022211,,,0.4,1.3,201902220512,,
충북,진천,진천읍,99.25,28,666,667,0.8,0.4,1.4,2019021702,,,0.7,1.2,201902031902,,
충북,옥천,옥천읍,97.02,27,646,652,0.9,0.5,1.6,2019021309,,,0.7,1.3,201902021724,,
충북,영동,영동읍,98.80,28,660,664,0.6,0.1,1.2,2019021309,,,0.3,1.0,201902130108,,
충북,증평,증평읍,99.70,28,672,670,0.6,0.2,1.1,2019021310,,,0.4,1.0,201902130108,,
충북,보은,보은읍,99.40,28,672,668,0.6,0.3,1.1,2019021309,,,0.5,0.9,201902130209,,
충남,천안,성황동,98.66,28,666,663,0.8,0.2,2.1,2019022821,,,0.6,1.4,201902120209,,
충남,천안,백석동,98.66,28,666,663,0.7,0.3,1.9,2019020704,,,0.6,1.2,201902210310,,
충남,천안,성거읍,99.25,28,672,667,0.7,0.4,1.3,2019022209,,,0.6,1.1,201902281522,,
충남,당진,송산면,90.47,25,610,608,1.0,0.4,3.9,2019020402,,,0.7,1.9,201902040108,,
충남,당진,당진시청사,99.10,28,672,666,0.6,0.3,1.2,2019022022,,,0.5,1.1,201902281623,,
충남,서산,독곶리,99.25,28,672,667,0.7,0.3,1.1,2019022312,,,0.4,1.0,201902230512,,
충남,서산,동문동,99.10,28,672,666,0.9,0.4,1.7,2019022323,,,0.7,1.5,201902210209,,
충남,서산,대산리,98.95,28,672,665,0.8,0.4,2.4,2019021911,,,0.7,1.4,201902280714,,
충남,아산,모종동,98.95,28,672,665,0.7,0.4,1.7,2019022321,,,0.6,1.2,201902210108,,
충남,아산,배방읍,98.95,28,666,665,0.7,0.4,1.2,2019021420,,,0.6,1.0,201902141724,,
충남,아산,도고면,98.95,28,672,665,0.5,0.3,1.2,2019020817,,,0.4,1.0,201902281623,,
충남,아산,둔포면,72.02,20,484,484,0.5*,0.3,1.1,2019022820,,,0.4,0.9,201902281724,,
충남,아산,인주면,98.66,28,666,663,0.6,0.3,1.3,2019022512,,,0.5,0.9,201902161017,,
충남,논산,논산,98.66,28,666,663,0.7,0.3,1.2,2019020520,,,0.5,1.1,201902061801,,
충남,태안,이원면,98.95,28,672,665,0.7,0.4,1.3,2019022812,,,0.5,1.3,201902281017,,
충남,태안,태안읍,98.95,28,672,665,0.6,0.3,1.3,2019022812,,,0.5,1.3,201902281118,,
충남,보령,대천2동,98.80,28,672,664,0.6,0.3,1.2,2019022821,,,0.5,1.2,201902281724,,
충남,보령,주교면,95.98,27,642,645,0.8,0.5,1.4,2019021208,,,0.7,1.3,201902120209,,
충남,홍성,홍성읍,99.10,28,672,666,0.6,0.3,1.4,2019022108,,,0.5,1.1,201902281724,,
충남,홍성,내포,98.95,28,667,665,0.7,0.3,1.2,2019022809,,,0.5,1.1,201902281522,,
충남,공주,공주,99.40,28,672,668,0.6,0.4,1.2,2019022820,,,0.5,1.1,201902281724,,
충남,부여,부여읍,99.10,28,672,666,0.7,0.4,1.4,2019022823,,,0.6,1.2,201902281623,,
충남,청양,청양읍,99.10,28,672,666,0.6,0.3,1.2,2019022823,,,0.5,1.1,201902281724,,
충남,금산,금산읍,99.10,28,672,666,0.6,0.3,1.1,2019022824,,,0.5,0.9,201902061902,,
충남,예산,예산군,99.40,28,672,668,0.7,0.3,1.3,2019022820,,,0.6,1.2,201902281724,,
충남,계룡,엄사면,99.10,28,672,666,0.6,0.3,1.3,2019022109,,,0.5,1.1,201902210310,,
충남,서천,서천읍,99.25,28,672,667,0.7,0.4,1.4,2019022824,,,0.6,1.3,201902281623,,
충남,서천,서면,98.95,28,672,665,0.6,0.2,1.1,2019022817,,,0.4,1.1,201902281522,,
충남,서천,장항읍,98.66,28,661,663,0.7,0.4,1.2,2019020524,,,0.6,1.1,201902170108,,
전북,임실,임실읍,99.85,28,672,671,0.5,0.3,1.0,2019020312,,,0.4,0.9,201902281724,,
전북,전주,삼천동,99.70,28,672,670,0.6,0.3,1.2,2019022823,,,0.5,1.0,201902281623,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,
  * 경남 가음정동 측정소 : 측정소 이전으로 인한 시험가동,,,,,,,,,,,,,,,,,
전북,전주,팔복동,99.55,28,672,669,0.8,0.4,1.5,2019022819,,,0.6,1.4,201902281724,,
전북,전주,중앙동,99.40,28,672,668,0.6,0.3,1.2,2019022823,,,0.5,1.0,201902281724,,
전북,전주,송천동,99.40,28,672,668,0.5,0.2,1.2,2019022819,,,0.5,1.1,201902281724,,
전북,군산,신풍동,99.70,28,672,670,0.7,0.4,1.5,2019020602,,,0.6,1.3,201902281623,,
전북,군산,소룡동,99.85,28,672,671,0.6,0.3,1.1,2019022108,,,0.5,1.1,201902281522,,
전북,군산,개정동,58.03,16,382,390,0.8*,0.3,1.3,2019022104,,,0.5,1.3,201902210108,,
전북,익산,남중동,98.66,28,658,663,0.5,0.2,1.2,2019022819,,,0.5,1.1,201902281724,,
전북,익산,팔봉동,99.10,28,666,666,0.6,0.3,1.2,2019022819,,,0.4,1.1,201902281623,,
전북,익산,모현동,99.70,28,672,670,0.5,0.2,1.2,2019022109,,,0.5,1.0,201902281623,,
전북,남원,죽항동,94.49,26,629,635,0.6,0.3,1.1,2019020620,,,0.5,0.9,201902212104,,
전북,정읍,연지동,99.40,28,666,668,0.5,0.2,1.2,2019022819,,,0.4,1.1,201902281623,,
전북,정읍,신태인,100.00,28,672,672,0.5,0.3,1.2,2019022819,,,0.5,1.2,201902281724,,
전북,고창,고창읍,96.42,26,647,648,0.5,0.2,1.1,2019022517,,,0.3,1.0,201902251118,,
전북,고창,심원면,100.00,28,672,672,0.5,0.3,1.1,2019022819,,,0.5,1.0,201902281522,,
전북,부안,부안읍,99.10,28,660,666,0.6,0.3,1.3,2019022819,,,0.5,1.2,201902281522,,
전북,김제,요촌동,48.95,13,330,329,0.5**,0.1,1.3,2019022819,,,0.4,1.2,201902281724,,
전북,완주,고산면,95.68,28,627,643,0.5,0.1,1.1,2019022820,,,0.4,1.0,201902281623,,
전북,진안,진안읍,98.95,28,666,665,0.5,0.2,0.9,2019020208,,,0.3,0.8,201902170108,,
전북,무주,무주읍,99.40,28,672,668,0.5,0.3,0.9,2019022520,,,0.5,0.8,201902130209,,
전북,순창,순창읍,99.40,28,672,668,0.4,0.1,0.8,2019020312,,,0.2,0.7,201902281623,,
전북,장수,장수읍,99.70,28,672,670,0.5,0.3,0.9,2019022524,,,0.4,0.9,201902262205,,
전남,여수,서강동,99.55,28,672,669,0.4,0.1,1.8,2019022615,,,0.2,0.9,201902261017,,
전남,여수,월내동,98.95,28,672,665,0.7,0.3,3.0,2019021121,,,0.6,1.6,201902111724,,
전남,여수,문수동,99.10,28,672,666,0.7,0.3,2.2,2019022616,,,0.5,1.6,201902261017,,
전남,여수,여천동,99.10,28,672,666,0.7,0.3,2.4,2019022611,,,0.4,1.6,201902181724,,
전남,여수,덕충동,98.95,28,672,665,0.7,0.3,3.9,2019022615,,,0.4,1.6,201902261219,,
전남,여수,화양면,98.95,28,672,665,0.5,0.2,1.5,2019022209,,,0.4,1.1,201902220714,,
전남,여수,율촌면,98.51,28,672,662,0.6,0.3,2.0,2019020513,,,0.4,1.4,201902051017,,
전남,여수,삼일동,99.10,28,666,666,0.7,0.3,3.6,2019022613,,,0.6,1.9,201902260815,,
전남,광양,중동,99.40,28,667,668,0.6,0.3,2.9,2019022511,,,0.4,1.2,201902060613,,
전남,광양,태인동,99.10,28,672,666,0.6,0.3,3.2,2019022513,,,0.4,1.5,201902221623,,
전남,광양,진상면,98.95,28,660,665,0.6,0.2,2.1,2019021015,,,0.4,1.5,201902060209,,
전남,광양,광양읍,99.25,28,672,667,0.7,0.3,2.0,2019020607,,,0.5,1.6,201902060310,,
전남,순천,장천동,99.40,28,672,668,0.4,0.1,1.6,2019020611,,,0.3,1.1,201902181421,,
전남,순천,연향동,99.25,28,666,667,0.5,0.3,1.8,2019020314,,,0.4,1.5,201902030714,,
전남,순천,순천만,99.10,28,666,666,0.7,0.1,2.1,2019020513,,,0.5,1.5,201902060916,,
전남,순천,호두리,90.62,25,599,609,0.6,0.1,2.8,2019020613,,,0.3,1.8,201902060714,,
전남,순천,신대,99.55,28,672,669,0.6,0.3,2.3,2019020611,,,0.4,1.4,201902030714,,
전남,목포,용당동,99.40,28,672,668,0.8,0.5,1.5,2019022324,,,0.6,1.4,201902240108,,
전남,목포,부흥동,99.55,28,672,669,0.7,0.4,1.2,2019022517,,,0.5,1.0,201902230209,,
전남,영암,나불리,99.40,28,672,668,0.5,0.3,1.3,2019022819,,,0.4,1.2,201902281623,,
전남,나주,빛가람동,99.40,28,672,668,0.5,0.3,1.0,2019022820,,,0.3,1.0,201902281724,,
전남,담양,담양읍,99.40,28,672,668,0.5,0.2,0.9,2019022823,,,0.3,0.8,201902281623,,
전남,장성,장성읍,100.00,28,672,672,0.5,0.3,1.0,2019022820,,,0.4,1.0,201902281724,,
전남,해남,해남읍,99.10,28,660,666,0.5,0.3,1.1,2019022820,,,0.4,1.0,201902281623,,
전남,영광,영광읍,100.00,28,672,672,0.6,0.4,1.2,2019022817,,,0.5,1.1,201902281522,,
전남,장흥,장흥읍,99.70,28,672,670,0.5,0.3,1.0,2019022821,,,0.4,0.9,201902281724,,
전남,진도,진도읍,59.37,15,381,399,0.4*,0.1,1.7,2019020717,,,0.2,1.2,201902152104,,
전남,완도,신지면,99.40,28,667,668,0.5,0.1,1.1,2019021906,,,0.3,0.9,201902120209,,
전남,함평,함평읍,100.00,28,667,672,0.8,0.4,1.7,2019022819,,,0.5,1.6,201902281623,,
경북,영천,영천시,99.55,28,672,669,0.7,0.3,1.3,2019022120,,,0.5,1.1,201902221801,,
경북,포항,장흥동,98.21,28,659,660,0.4,0.2,2.0,2019022312,,,0.3,0.9,201902230512,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,
  * 경남 가음정동 측정소 : 측정소 이전으로 인한 시험가동,,,,,,,,,,,,,,,,,
경북,포항,장량동,99.25,28,666,667,0.5,0.3,0.9,2019020621,,,0.4,0.9,201902130310,,
경북,포항,대도동,99.55,28,672,669,0.4,0.1,1.2,2019022121,,,0.3,0.8,201902131724,,
경북,포항,대송면,99.25,28,672,667,0.5,0.3,1.5,2019022115,,,0.4,0.9,201902210916,,
경북,포항,3공단,98.95,28,666,665,0.7,0.3,1.6,2019022115,,,0.5,1.0,201902210815,,
경북,구미,공단동,99.10,28,672,666,0.4,0.1,0.8,2019022108,,,0.3,0.7,201902210108,,
경북,구미,원평동,98.95,28,665,665,0.6,0.3,1.3,2019020320,,,0.5,1.0,201902031320,,
경북,구미,형곡동,97.02,27,657,652,0.5,0.2,1.1,2019022810,,,0.4,0.9,201902210411,,
경북,구미,4공단,98.95,28,666,665,0.5,0.3,0.8,2019021222,,,0.4,0.8,201902132104,,
경북,김천,문당동,65.17,17,440,438,0.7*,0.3,1.3,2019022109,,,0.5,1.2,201902210310,,
경북,김천,대광동,25.44,7,166,171,0.3**,0.1,0.6,2019022202,,,0.3,0.5,201902220108,,
경북,경주,성건동,99.40,28,672,668,0.3,0.2,0.9,2019021017,,,0.2,0.5,201902030512,,
경북,안동,명륜동,48.80,12,316,328,0.4**,0.1,0.8,2019021802,,,0.4,0.7,201902260108,,
경북,영주,휴천2동,98.95,28,666,665,0.7,0.1,2.2,2019021802,,,0.7,1.5,201902032104,,
경북,경산,중방동,97.76,27,654,657,0.5,0.1,1.1,2019020701,,,0.4,0.9,201902070108,,
경북,상주,상주시,99.10,28,665,666,0.5,0.1,1.1,2019022209,,,0.2,1.0,201902220411,,
경북,칠곡,칠곡군,99.55,28,672,669,0.5,0.2,0.9,2019020709,,,0.4,0.8,201902210310,,
경북,울진,울진군,64.13,18,427,431,0.4*,0.3,0.8,2019022722,,,0.4,0.6,201902121421,,
경남,창원,명서동,98.80,28,666,664,0.6,0.3,1.2,2019020312,,,0.5,1.0,201902030714,,
경남,창원,웅남동,98.80,28,666,664,0.6,0.3,1.3,2019022310,,,0.5,1.0,201902070310,,
경남,창원,가음정동,0.00,0,0,0,,,,,,,,,,,
경남,창원,용지동,99.10,28,672,666,0.5,0.1,1.2,2019020312,,,0.3,0.8,201902030613,,
경남,창원,사파동,99.25,28,672,667,0.5,0.1,1.3,2019020312,,,0.3,0.9,201902030411,,
경남,창원,경화동,98.21,28,658,660,0.5,0.2,1.0,2019020220,,,0.4,0.8,201902021623,,
경남,창원,회원동,98.95,28,666,665,0.5,0.3,0.9,2019020218,,,0.4,0.8,201902021522,,
경남,창원,봉암동,99.10,28,672,666,0.3,0.0,0.6,2019021210,,,0.2,0.6,201902131421,,
경남,진주,상봉동,99.25,28,672,667,0.4,0.0,1.1,2019020314,,,0.2,0.8,201902030916,,
경남,진주,대안동,98.95,28,672,665,0.6,0.3,1.6,2019021309,,,0.4,0.9,201902030815,,
경남,진주,상대동,98.51,28,666,662,0.6,0.3,1.2,2019020315,,,0.5,1.0,201902031118,,
경남,하동,하동읍,98.80,28,672,664,0.5,0.1,3.1,2019022513,,,0.3,1.2,201902251118,,
경남,김해,동상동,99.40,28,672,668,0.4,0.2,1.1,2019020224,,,0.4,1.0,201902031902,,
경남,김해,삼방동,98.95,28,666,665,0.4,0.1,1.0,2019020304,,,0.3,0.9,201902030108,,
경남,김해,장유동,99.10,28,672,666,0.5,0.2,0.8,2019020220,,,0.3,0.7,201902021724,,
경남,양산,북부동,99.10,28,672,666,0.6,0.3,1.7,2019020308,,,0.5,1.4,201902030512,,
경남,양산,웅상읍,99.25,28,672,667,0.6,0.3,1.3,2019021809,,,0.6,0.9,201902121724,,
경남,거제,아주동,98.66,28,672,663,0.5,0.4,1.0,2019020212,,,0.5,0.8,201902031421,,
경남,사천,사천읍,98.66,28,665,663,0.5,0.3,1.4,2019022819,,,0.4,1.0,201902031219,,
경남,밀양,내일동,99.10,28,672,666,0.2,0.1,0.5,2019020315,,,0.2,0.4,201902030815,,
경남,통영,무전동,98.95,28,666,665,0.5,0.2,1.0,2019021519,,,0.4,0.8,201902031724,,
경남,고성,고성읍,98.66,28,666,663,0.5,0.0,1.0,2019020212,,,0.3,0.8,201902020815,,
경남,거창,거창읍,96.27,26,644,647,0.6,0.3,1.1,2019022109,,,0.4,0.9,201902210209,,
경남,함안,가야읍,98.66,28,666,663,0.6,0.3,1.0,2019021219,,,0.5,0.9,201902031801,,
경남,함양,함양읍,98.66,28,672,663,0.5,0.2,0.9,2019022607,,,0.3,0.8,201902260108,,
경남,남해,남해읍,98.80,28,672,664,0.5,0.2,1.1,2019020404,,,0.5,0.9,201902170916,,
제주,제주,이도동,99.40,28,672,668,0.5,0.2,1.0,2019022821,,,0.4,0.8,201902031219,,
제주,제주,연동,99.25,28,666,667,0.4,0.2,1.2,2019022822,,,0.3,0.9,201902251421,,
제주,서귀포,동홍동,99.10,28,666,666,0.3,0.1,0.6,2019022521,,,0.2,0.5,201902031421,,
제주,서귀포,성산읍,99.25,28,666,667,0.4,0.2,1.0,2019022822,,,0.3,0.8,201902251623,,
제주,서귀포,대정읍,90.02,24,604,605,0.4,0.0,1.1,2019022821,,,0.2,0.9,201902152104,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,
  * 경남 가음정동 측정소 : 측정소 이전으로 인한 시험가동,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
