  3.1.5 측정소별 대기오염도 (2019년 5월),,,,,,,,,,,,,,,,,
     - SO2 오염도,,,,,,,,,,,,,,,,,
시.도,시군구,측정소명,"측정소
코드","유효
자료
획득률
(%)","유효
측정
일수
(day)","유효
측정
시간
(hour)","월평균
(ppm)",1시간치,,,,,24시간치,,,,
,,,,,,,,"최저
(ppm)","최고
(ppm)",최고일시,"기준초과
(회)","초과율
(%)","최저
(ppm)","최고
(ppm)",최고일,"기준초과
(회)","초과율
(%)"
,,,,,,,,,,,,,,,,,
강원,평창,평창읍,632171,98.65,31,734,0.002,0.001,0.005,2019050811,,,0.001,0.003,20190504,,
강원,양양,양양군,632451,99.46,31,740,0.003,0.001,0.006,2019050902,,,0.002,0.004,20190508,,
강원,속초,속초시,632461,99.59,31,741,0.004,0.002,0.008,2019050206,,,0.003,0.005,20190502,,
강원,영월,영월읍,632491,99.05,31,737,0.002,0.001,0.011,2019050414,,,0.002,0.003,20190504,,
강원,철원,철원군,632472,99.59,31,741,0.004,0.003,0.007,2019050318,,,0.003,0.005,20190503,,
강원,홍천,홍천읍,632481,99.59,31,741,0.003,0.002,0.007,2019050411,,,0.003,0.004,20190504,,
강원,화천,화천군,632501,99.46,31,740,0.001,0.001,0.005,2019052219,,,0.001,0.003,20190524,,
강원,태백,태백시,632511,98.79,31,735,0.003,0.001,0.010,2019050308,,,0.002,0.004,20190504,,
강원,인제,인제군,632521,99.46,31,740,0.003,0.002,0.006,2019050411,,,0.002,0.004,20190504,,
충북,괴산,괴산읍,633362,99.32,31,739,0.004,0.002,0.009,2019050411,,,0.002,0.005,20190504,,
충북,음성,음성읍,633462,93.01,28,692,0.003,0.002,0.010,2019050411,,,0.003,0.005,20190504,,
충북,청주,송정동,533112,98.92,31,736,0.004,0.002,0.015,2019051623,,,0.002,0.008,20190515,,
충북,청주,사천동,533113,95.43,29,710,0.003,0.001,0.019,2019051117,,,0.001,0.006,20190511,,
충북,청주,문화동,533114,99.05,31,737,0.002,0.000,0.005,2019051117,,,0.001,0.003,20190509,,
충북,청주,용암동,533115,95.69,29,712,0.003,0.001,0.008,2019051623,,,0.002,0.005,20190517,,
충북,청주,오창읍,633211,99.05,31,737,0.004,0.002,0.012,2019051623,,,0.003,0.005,20190501,,
충북,청주,산남동,633213,99.59,31,741,0.003,0.001,0.011,2019050522,,,0.001,0.004,20190504,,
충북,청주,오송읍,633214,99.32,31,739,0.003,0.001,0.016,2019051421,,,0.001,0.006,20190504,,
충북,충주,호암동,633122,99.32,31,739,0.003,0.002,0.007,2019050411,,,0.003,0.004,20190503,,
충북,충주,칠금동,633123,98.52,31,733,0.003,0.002,0.005,2019050222,,,0.002,0.004,20190514,,
충북,제천,장락동,633131,95.69,29,712,0.004,0.002,0.012,2019050411,,,0.002,0.008,20190526,,
충북,단양,매포읍,633311,99.05,31,737,0.002,0.002,0.060,2019050709,,,0.002,0.006,20190505,,
충북,진천,진천읍,633411,99.32,31,739,0.003,0.001,0.008,2019050411,,,0.002,0.005,20190504,,
충북,옥천,옥천읍,634111,99.32,31,739,0.004,0.002,0.010,2019050103,,,0.002,0.006,20190511,,
충북,영동,영동읍,633471,99.32,31,739,0.004,0.001,0.012,2019052416,,,0.003,0.005,20190529,,
충북,증평,증평읍,633481,99.46,31,740,0.002,0.001,0.006,2019050411,,,0.001,0.003,20190504,,
충북,보은,보은읍,633491,99.46,31,740,0.003,0.002,0.008,2019052617,,,0.003,0.005,20190504,,
충남,천안,성황동,534111,98.79,31,735,0.005,0.002,0.026,2019051221,,,0.002,0.008,20190512,,
충남,천안,백석동,534112,95.83,30,713,0.004,0.002,0.022,2019051220,,,0.002,0.008,20190512,,
충남,천안,성거읍,534115,99.05,31,737,0.004,0.001,0.013,2019051219,,,0.001,0.006,20190504,,
충남,당진,송산면,534433,95.96,29,714,0.009,0.002,0.037,2019053117,,,0.005,0.013,20190506,,
충남,당진,당진시청사,534434,98.92,31,736,0.006,0.004,0.018,2019051016,,,0.005,0.008,20190512,,
충남,서산,독곶리,534421,98.52,31,733,0.006,0.003,0.029,2019051211,,,0.003,0.013,20190512,,
충남,서산,동문동,534422,99.46,31,740,0.005,0.003,0.014,2019051720,,,0.004,0.009,20190517,,
충남,서산,대산리,534423,98.52,31,733,0.006,0.004,0.021,2019051716,,,0.004,0.011,20190517,,
충남,아산,모종동,534441,98.52,31,733,0.005,0.002,0.023,2019051112,,,0.003,0.010,20190511,,
충남,아산,배방읍,534442,99.05,31,737,0.005,0.002,0.031,2019050418,,,0.002,0.011,20190511,,
충남,아산,도고면,534443,98.92,31,736,0.004,0.002,0.017,2019051217,,,0.002,0.006,20190504,,
충남,아산,둔포면,534444,99.05,31,737,0.005,0.001,0.016,2019050113,,,0.003,0.007,20190512,,
충남,아산,인주면,534445,99.05,31,737,0.006,0.003,0.025,2019050414,,,0.004,0.009,20190504,,
충남,논산,논산,534451,97.71,30,727,0.003,0.002,0.008,2019050322,,,0.002,0.005,20190511,,
충남,태안,이원면,534462,99.19,31,738,0.005,0.003,0.019,2019051716,,,0.003,0.009,20190517,,
충남,태안,태안읍,534463,95.29,29,709,0.003,0.001,0.010,2019051721,,,0.002,0.005,20190517,,
충남,보령,대천2동,534481,98.92,31,736,0.004,0.003,0.010,2019050318,,,0.003,0.006,20190504,,
충남,보령,주교면,534482,98.79,31,735,0.006,0.004,0.010,2019050512,,,0.005,0.007,20190512,,
충남,홍성,홍성읍,534491,99.32,31,739,0.006,0.004,0.012,2019050314,,,0.005,0.007,20190503,,
충남,홍성,내포,534492,99.19,31,738,0.002,0.001,0.008,2019050512,,,0.001,0.004,20190503,,
충남,공주,공주,534342,99.05,31,737,0.004,0.002,0.007,2019050415,,,0.002,0.005,20190504,,
충남,부여,부여읍,534411,98.92,31,736,0.003,0.002,0.010,2019051220,,,0.002,0.005,20190512,,
충남,청양,청양읍,534502,99.05,31,737,0.006,0.003,0.020,2019051110,,,0.004,0.008,20190511,,
충남,금산,금산읍,534501,95.83,29,713,0.003,0.001,0.008,2019052616,,,0.002,0.004,20190504,,
충남,예산,예산군,534471,99.05,31,737,0.006,0.004,0.015,2019051617,,,0.004,0.009,20190511,,
충남,계룡,엄사면,534510,99.19,31,738,0.003,0.001,0.007,2019051220,,,0.002,0.004,20190503,,
충남,서천,서천읍,735520,99.19,31,738,0.003,0.002,0.012,2019050711,,,0.002,0.004,20190503,,
충남,서천,서면,735521,99.46,31,740,0.003,0.002,0.011,2019050411,,,0.002,0.005,20190503,,
충남,서천,장항읍,735522,98.92,31,736,0.002,0.001,0.010,2019050511,,,0.001,0.003,20190503,,
전북,임실,임실읍,735361,98.25,30,731,0.004,0.003,0.021,2019052613,,,0.004,0.006,20190526,,
전북,전주,삼천동,735111,99.46,31,740,0.004,0.002,0.008,2019050417,,,0.002,0.005,20190504,,
전북,전주,팔복동,735114,99.59,31,741,0.004,0.003,0.014,2019051510,,,0.004,0.006,20190504,,
전북,전주,중앙동,335115,91.80,27,683,0.003,0.001,0.009,2019050312,,,0.002,0.005,20190503,,
전북,전주,송천동,735115,93.01,28,692,0.007,0.001,0.017,2019052308,,,0.002,0.011,20190503,,
전북,군산,신풍동,735121,99.86,31,743,0.003,0.001,0.013,2019050716,,,0.001,0.005,20190503,,
전북,군산,소룡동,735122,98.52,31,733,0.008,0.004,0.038,2019050521,,,0.004,0.014,20190506,,
전북,군산,개정동,735123,99.59,31,741,0.005,0.004,0.015,2019050316,,,0.004,0.007,20190503,,
전북,익산,남중동,735132,98.38,31,732,0.003,0.001,0.011,2019050411,,,0.003,0.005,20190503,,
전북,익산,팔봉동,735133,99.32,31,739,0.003,0.001,0.009,2019050320,,,0.002,0.005,20190503,,
전북,익산,모현동,735134,98.79,31,735,0.003,0.002,0.010,2019051220,,,0.002,0.005,20190512,,
전북,남원,죽항동,735151,98.79,31,735,0.002,0.001,0.013,2019052613,,,0.002,0.004,20190526,,
전북,정읍,연지동,735141,93.68,28,697,0.002,0.001,0.007,2019050420,,,0.001,0.003,20190503,,
전북,정읍,신태인,735142,100.00,31,744,0.003,0.001,0.007,2019050319,,,0.002,0.004,20190503,,
전북,고창,고창읍,735161,99.32,31,739,0.002,0.001,0.005,2019050319,,,0.001,0.003,20190503,,
전북,고창,심원면,735162,99.32,31,739,0.003,0.001,0.009,2019050319,,,0.002,0.004,20190503,,
전북,부안,부안읍,735171,99.32,31,739,0.003,0.002,0.008,2019050319,,,0.002,0.004,20190503,,
전북,김제,요촌동,735181,99.19,31,738,0.003,0.002,0.009,2019050319,,,0.002,0.004,20190503,,
전북,완주,고산면,735191,99.46,31,740,0.003,0.002,0.013,2019052612,,,0.002,0.004,20190504,,
전북,진안,진안읍,735201,99.19,31,738,0.002,0.001,0.010,2019052614,,,0.002,0.003,20190504,,
전북,무주,무주읍,735371,98.11,30,730,0.003,0.002,0.008,2019052615,,,0.003,0.004,20190517,,
전북,순창,순창읍,735381,98.92,31,736,0.004,0.003,0.011,2019052612,,,0.003,0.005,20190512,,
전북,장수,장수읍,735391,99.46,31,740,0.005,0.003,0.010,2019052614,,,0.004,0.006,20190517,,
전남,화순,화순읍,336452,99.19,31,738,0.003,0.002,0.012,2019052006,,,0.002,0.005,20190517,,
전남,여수,서강동,336121,99.59,31,741,0.004,0.001,0.020,2019050412,,,0.001,0.008,20190504,,
전남,여수,월내동,336124,99.19,31,738,0.014,0.001,0.107,2019051719,,,0.004,0.030,20190529,,
전남,여수,문수동,336125,99.05,31,737,0.004,0.001,0.029,2019051109,,,0.001,0.009,20190504,,
전남,여수,여천동,336127,99.19,31,738,0.005,0.003,0.060,2019050311,,,0.003,0.010,20190504,,
전남,여수,덕충동,336128,99.19,31,738,0.007,0.002,0.046,2019050511,,,0.003,0.015,20190505,,
전남,여수,화양면,336221,99.19,31,738,0.004,0.002,0.020,2019051110,,,0.002,0.006,20190504,,
전남,여수,율촌면,336222,99.05,31,737,0.003,0.001,0.038,2019051111,,,0.001,0.007,20190511,,
전남,여수,삼일동,336223,99.05,31,737,0.006,0.001,0.080,2019050411,,,0.002,0.016,20190504,,
전남,광양,중동,336352,98.38,31,732,0.006,0.002,0.057,2019050413,,,0.003,0.013,20190504,,
전남,광양,태인동,336353,99.19,31,738,0.009,0.003,0.060,2019050511,,,0.004,0.016,20190504,,
전남,광양,진상면,336354,99.05,31,737,0.006,0.004,0.027,2019050417,,,0.004,0.011,20190504,,
전남,광양,광양읍,336355,99.19,31,738,0.005,0.002,0.029,2019051112,,,0.003,0.010,20190511,,
전남,순천,장천동,336131,99.32,31,739,0.004,0.002,0.025,2019051611,,,0.003,0.007,20190511,,
전남,순천,연향동,336132,99.19,31,738,0.004,0.002,0.023,2019051611,,,0.003,0.007,20190511,,
전남,순천,순천만,336133,98.79,31,735,0.004,0.002,0.026,2019051112,,,0.003,0.006,20190511,,
전남,순천,호두리,336134,98.52,30,733,0.005,0.002,0.040,2019051111,,,0.004,0.010,20190511,,
전남,순천,신대,336135,99.32,31,739,0.004,0.002,0.036,2019051111,,,0.002,0.008,20190511,,
전남,목포,용당동,336111,99.46,31,740,0.004,0.003,0.014,2019052909,,,0.003,0.007,20190516,,
전남,목포,부흥동,336112,99.46,31,740,0.004,0.003,0.010,2019051621,,,0.003,0.006,20190516,,
전남,영암,나불리,336441,99.46,31,740,0.006,0.003,0.021,2019050324,,,0.004,0.009,20190503,,
전남,나주,빛가람동,336141,99.46,31,740,0.003,0.002,0.009,2019051310,,,0.003,0.005,20190513,,
전남,담양,담양읍,336151,99.59,31,741,0.003,0.002,0.009,2019051212,,,0.003,0.005,20190512,,
전남,장성,장성읍,336161,99.19,31,738,0.006,0.005,0.014,2019052407,,,0.005,0.008,20190524,,
전남,해남,해남읍,336361,99.46,31,740,0.004,0.002,0.015,2019051620,,,0.003,0.007,20190516,,
전남,영광,영광읍,336461,99.05,31,737,0.003,0.002,0.011,2019050319,,,0.002,0.005,20190503,,
전남,장흥,장흥읍,336471,98.92,31,736,0.004,0.003,0.011,2019050516,,,0.003,0.006,20190516,,
전남,진도,진도읍,336481,99.46,31,740,0.003,0.002,0.010,2019051618,,,0.002,0.004,20190503,,
전남,완도,신지면,336491,99.46,31,740,0.003,0.001,0.008,2019051619,,,0.002,0.004,20190503,,
전남,함평,함평읍,336501,99.86,31,743,0.003,0.002,0.007,2019050320,,,0.002,0.004,20190503,,
전남,고흥,고흥읍,336511,99.59,31,741,0.002,0.001,0.011,2019051711,,,0.002,0.004,20190503,,
전남,신안,신안군,336521,99.32,31,739,0.004,0.002,0.014,2019051620,,,0.003,0.006,20190503,,
전남,무안,무안읍,336531,99.05,31,737,0.004,0.002,0.008,2019050318,,,0.002,0.005,20190505,,
경북,영천,영천시,437402,99.46,31,740,0.004,0.002,0.017,2019050417,,,0.003,0.007,20190504,,
경북,포항,장흥동,437112,55.37,17,412,0.006*,0.001,0.049,2019050410,,,0.003,0.013,20190504,,
경북,포항,장량동,437113,99.32,31,739,0.004,0.001,0.018,2019051710,,,0.002,0.006,20190516,,
경북,포항,대도동,437114,99.19,31,738,0.004,0.002,0.040,2019051114,,,0.002,0.011,20190511,,
경북,포항,대송면,437115,99.19,31,738,0.005,0.003,0.047,2019050411,,,0.003,0.012,20190504,,
경북,포항,3공단,437116,98.79,31,735,0.004,0.001,0.034,2019050411,,,0.002,0.008,20190504,,
경북,구미,공단동,437151,98.38,31,732,0.003,0.001,0.009,2019053016,,,0.001,0.004,20190504,,
경북,구미,원평동,437152,98.92,31,736,0.003,0.002,0.008,2019050108,,,0.003,0.004,20190501,,
경북,구미,형곡동,437153,97.71,31,727,0.003,0.002,0.008,2019052611,,,0.002,0.005,20190526,,
경북,구미,4공단,437154,97.71,31,727,0.003,0.002,0.008,2019052610,,,0.002,0.004,20190504,,
경북,김천,문당동,437131,98.25,31,731,0.002,0.001,0.009,2019052412,,,0.001,0.003,20190501,,
경북,김천,대광동,437132,99.32,31,739,0.003,0.001,0.028,2019051723,,,0.002,0.006,20190517,,
경북,경주,성건동,437122,95.29,29,709,0.004,0.002,0.018,2019050318,,,0.003,0.008,20190511,,
경북,안동,명륜동,437141,99.32,31,739,0.003,0.002,0.007,2019050411,,,0.002,0.003,20190501,,
경북,영주,휴천2동,437161,93.54,28,696,0.003,0.002,0.003,2019050101,,,0.002,0.003,20190501,,
경북,경산,중방동,437171,99.19,31,738,0.005,0.003,0.011,2019051710,,,0.004,0.007,20190505,,
경북,상주,상주시,437181,99.73,31,742,0.003,0.001,0.006,2019050109,,,0.002,0.005,20190504,,
경북,칠곡,칠곡군,437191,99.59,31,741,0.003,0.001,0.011,2019051410,,,0.002,0.006,20190514,,
경북,울진,울진군,437421,99.19,31,738,0.003,0.002,0.013,2019051111,,,0.002,0.005,20190511,,
경북,봉화,석포면,437431,91.66,28,682,0.014,0.002,0.235,2019052509,3,0.40,0.003,0.033,20190509,,
경남,창원,명서동,238141,98.65,31,734,0.004,0.002,0.013,2019050512,,,0.003,0.007,20190504,,
경남,창원,웅남동,238142,96.10,29,715,0.004,0.000,0.011,2019050511,,,0.001,0.007,20190522,,
경남,창원,성주동,238143,98.92,31,736,0.004,0.002,0.011,2019050511,,,0.002,0.007,20190505,,
경남,창원,용지동,238144,96.10,29,715,0.003,0.001,0.010,2019050512,,,0.002,0.006,20190505,,
경남,창원,사파동,238146,99.19,31,738,0.004,0.002,0.011,2019050512,,,0.003,0.007,20190505,,
경남,창원,경화동,238151,97.98,30,729,0.005,0.002,0.019,2019051109,,,0.002,0.008,20190504,,
경남,창원,회원동,238111,95.56,29,711,0.004,0.002,0.016,2019051021,,,0.002,0.008,20190505,,
경남,창원,봉암동,238112,98.52,31,733,0.004,0.000,0.020,2019050419,,,0.001,0.009,20190505,,
경남,진주,상봉동,238131,95.43,29,710,0.004,0.001,0.018,2019050514,,,0.001,0.008,20190505,,
경남,진주,대안동,238132,96.23,29,716,0.004,0.002,0.019,2019050514,,,0.002,0.008,20190505,,
경남,진주,상대동,238133,95.69,29,712,0.005,0.001,0.028,2019053009,,,0.001,0.010,20190522,,
경남,하동,하동읍,238161,95.69,29,712,0.004,0.000,0.024,2019050913,,,0.002,0.007,20190504,,
경남,김해,동상동,238181,98.79,31,735,0.004,0.001,0.010,2019051020,,,0.002,0.006,20190505,,
경남,김해,삼방동,238182,98.79,31,735,0.003,0.001,0.011,2019051402,,,0.002,0.006,20190505,,
경남,김해,장유동,238183,95.56,29,711,0.004,0.002,0.013,2019051403,,,0.002,0.007,20190524,,
경남,양산,북부동,238361,98.92,31,736,0.006,0.003,0.013,2019051210,,,0.004,0.008,20190505,,
경남,양산,웅상읍,238362,98.65,31,734,0.005,0.002,0.024,2019051723,,,0.003,0.007,20190505,,
경남,거제,아주동,238201,96.23,29,716,0.003,0.002,0.011,2019052423,,,0.002,0.006,20190514,,
경남,사천,사천읍,238211,95.43,29,710,0.005,0.002,0.034,2019050512,,,0.003,0.011,20190505,,
경남,밀양,내일동,238401,98.11,31,730,0.004,0.003,0.012,2019050512,,,0.003,0.006,20190505,,
경남,통영,무전동,238411,96.50,29,718,0.004,0.001,0.011,2019050511,,,0.002,0.006,20190504,,
경남,고성,고성읍,238421,95.83,29,713,0.003,0.001,0.015,2019050814,,,0.002,0.005,20190505,,
경남,거창,거창읍,238431,87.90,27,654,0.002,0.002,0.007,2019051321,,,0.002,0.003,20190504,,
경남,함안,가야읍,238441,95.96,29,714,0.003,0.001,0.014,2019050511,,,0.001,0.007,20190505,,
경남,함양,함양읍,238451,96.10,29,715,0.003,0.001,0.012,2019050514,,,0.002,0.004,20190517,,
경남,남해,남해읍,238461,95.83,29,713,0.005,0.001,0.025,2019050609,,,0.002,0.009,20190506,,
제주,제주,이도동,339111,98.92,31,736,0.003,0.001,0.018,2019050814,,,0.001,0.007,20190508,,
제주,제주,연동,339112,98.65,31,734,0.004,0.001,0.020,2019050420,,,0.001,0.006,20190504,,
제주,서귀포,동홍동,339121,99.19,31,738,0.002,0.001,0.010,2019050522,,,0.001,0.005,20190505,,
제주,서귀포,성산읍,339122,99.19,31,738,0.002,0.001,0.006,2019051720,,,0.001,0.004,20190503,,
제주,서귀포,대정읍,339131,99.46,31,740,0.002,0.001,0.009,2019050512,,,0.001,0.004,20190516,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
