,,,,,,,,,,,,,,,,,,
     - CO 오염도,,,,,,,,,,,,,,,,,,
시.도,시군구,측정소명,"측정소
코드","유효
자료
획득률
(%)","유효
측정
일수
(day)","유효
측정
횟수
(8hour)","유효
측정
시간
(hour)","월평균
(ppm)",1시간치,,,,,8시간치,,,,
서울,서대문구,서대문구,111191,99.58,30,720,717,0.6,0.4,1.1,2019060613,,,0.5,1.0,201906060613,,
서울,구로구,구로구,111221,99.58,30,720,717,0.3,0.2,0.6,2019060613,,,0.2,0.5,201906060613,,
서울,서초구,서초구,111262,99.72,30,720,718,0.3,0.2,0.7,2019060224,,,0.2,0.6,201906061017,,
서울,강서구,강서구,111212,99.30,30,714,715,0.4,0.2,0.9,2019060409,,,0.3,0.7,201906060714,,
서울,송파구,송파구,111273,99.58,30,720,717,0.4,0.2,0.7,2019060222,,,0.3,0.6,201906020209,,
서울,양천구,양천구,111301,99.44,30,720,716,0.4,0.3,0.9,2019060409,,,0.3,0.7,201906060714,,
서울,노원구,노원구,111311,99.44,30,720,716,0.4,0.2,0.7,2019060521,,,0.3,0.6,201906041801,,
부산,중구,광복동,221112,99.16,30,720,714,0.4,0.3,0.8,2019060309,,,0.4,0.7,201906030411,,
부산,남구,대연동,221172,99.30,30,720,715,0.5,0.4,0.9,2019060310,,,0.4,0.8,201906030714,,
부산,사상구,학장동,221181,99.16,30,720,714,0.3,0.1,0.6,2019062017,,,0.3,0.5,201906201118,,
부산,북구,덕천동,221182,99.44,30,720,716,0.4,0.2,0.8,2019062018,,,0.3,0.6,201906020714,,
부산,사하구,장림동,221202,99.44,30,720,716,0.4,0.2,1.3,2019062407,,,0.3,0.7,201906240209,,
부산,부산진구,전포동,221152,77.50,23,557,558,0.3,0.2,0.6,2019061820,,,0.3,0.5,201906181320,,
부산,연제구,연산동,221221,99.02,30,713,713,0.3,0.1,0.6,2019060309,,,0.3,0.5,201906030310,,
부산,영도구,태종대,221141,96.52,28,694,695,0.3,0.2,0.5,2019060307,,,0.3,0.5,201906200108,,
부산,해운대구,좌동,221192,99.44,30,720,716,0.3,0.1,0.5,2019060212,,,0.2,0.5,201906201219,,
부산,강서구,대저동,221211,50.83,15,360,366,0.4*,0.3,0.7,2019062017,,,0.3,0.6,201906260512,,
부산,강서구,녹산동,221212,99.16,30,720,714,0.3,0.2,0.7,2019062016,,,0.3,0.6,201906200512,,
부산,기장군,기장읍,221231,99.44,30,720,716,0.3,0.2,0.6,2019060307,,,0.3,0.5,201906030108,,
부산,금정구,부곡동,221251,99.30,30,720,715,0.4,0.2,0.8,2019060310,,,0.3,0.6,201906030512,,
부산,기장군,용수리,221233,97.36,29,702,701,0.3,0.2,0.6,2019060308,,,0.3,0.5,201906030310,,
부산,동구,수정동,221241,99.44,30,720,716,0.3,0.2,0.7,2019060309,,,0.3,0.6,201906030411,,
부산,서구,대신동,221281,95.97,28,694,691,0.4,0.2,0.8,2019060308,,,0.2,0.7,201906030512,,
부산,사상구,덕포동,221282,99.30,30,720,715,0.4,0.2,0.8,2019062017,,,0.3,0.6,201906030411,,
대구,중구,수창동,422114,99.30,30,720,715,0.3,0.1,0.8,2019060822,,,0.2,0.6,201906040411,,
대구,서구,이현동,422132,99.16,30,720,714,0.4,0.2,0.9,2019060822,,,0.3,0.7,201906030209,,
대구,남구,대명동,422141,98.88,30,720,712,0.4,0.2,0.8,2019060822,,,0.3,0.7,201906092003,,
대구,북구,노원동,422153,96.80,28,696,697,0.4,0.1,1.1,2019060405,,,0.1,0.8,201906092205,,
대구,동구,신암동,422154,98.05,30,711,706,0.3,0.1,0.9,2019060822,,,0.1,0.8,201906092104,,
대구,수성구,만촌동,422161,99.02,30,720,713,0.4,0.3,0.9,2019060602,,,0.3,0.8,201906040815,,
대구,수성구,지산동,422115,99.02,30,714,713,0.3,0.2,0.8,2019060822,,,0.2,0.7,201906092104,,
대구,달서구,호림동,422171,99.02,30,720,713,0.5,0.3,0.9,2019060824,,,0.3,0.8,201906131801,,
대구,동구,서호동,422121,95.69,28,692,689,0.2,0.1,0.7,2019060822,,,0.2,0.6,201906060108,,
대구,북구,태전동,422155,98.75,30,720,711,0.4,0.2,0.8,2019060613,,,0.3,0.6,201906040108,,
대구,달성군,다사읍,422205,99.02,30,720,713,0.3,0.1,0.7,2019060408,,,0.2,0.6,201906040209,,
대구,달성군,현풍면,422201,99.16,30,720,714,0.3,0.1,0.8,2019060410,,,0.2,0.6,201906040209,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
  * 충북 호암동 측정소는 장비 교체로 가동중단.,,,,,,,,,,,,,,,,,,
대구,수성구,시지동,422203,99.16,30,720,714,0.5,0.2,1.0,2019060821,,,0.3,0.8,201906060108,,
대구,달서구,진천동,422204,98.88,30,720,712,0.5,0.3,0.8,2019060409,,,0.4,0.8,201906280411,,
인천,중구,신흥,823611,98.19,29,708,707,0.4,0.3,0.7,2019060603,,,0.3,0.6,201906060916,,
인천,동구,송림,823621,98.61,30,714,710,0.5,0.3,0.8,2019060612,,,0.4,0.8,201906061017,,
인천,남동구,구월동,823631,95.69,28,693,689,0.6,0.4,0.9,2019060822,,,0.5,0.8,201906060916,,
인천,남구,숭의,823632,98.61,30,713,710,0.3,0.2,0.7,2019060603,,,0.3,0.6,201906060714,,
인천,부평구,부평,823641,98.88,30,714,712,0.4,0.3,0.7,2019060321,,,0.4,0.7,201906060916,,
인천,서구,연희,823651,98.61,30,720,710,0.4,0.3,0.8,2019060115,,,0.3,0.6,201906060613,,
인천,서구,석남,823681,14.58,4,107,105,0.5**,0.4,0.9,2019060115,,,0.6,0.6,201906010916,,
인천,계양구,계산,823662,98.75,30,720,711,0.5,0.4,0.9,2019060613,,,0.5,0.8,201906060714,,
인천,남동구,고잔,823671,99.44,30,720,716,0.3,0.1,0.6,2019061811,,,0.3,0.5,201906061219,,
인천,강화군,송해,823691,95.00,28,685,684,0.3,0.1,0.6,2019062616,,,0.3,0.6,201906261522,,
인천,서구,검단,823652,99.02,30,720,713,0.4,0.3,0.8,2019062814,,,0.3,0.6,201906081421,,
인천,연수구,동춘,823701,98.88,30,720,712,0.4,0.3,1.0,2019060410,,,0.4,0.7,201906040310,,
인천,중구,운서,823702,97.77,30,720,704,0.3,0.3,0.7,2019060513,,,0.3,0.5,201906050815,,
인천,남동구,논현,823704,99.16,30,720,714,0.4,0.3,0.8,2019060617,,,0.4,0.7,201906061017,,
인천,서구,원당,823801,98.61,30,720,710,0.4,0.3,0.7,2019060821,,,0.3,0.6,201906081623,,
인천,연수구,송도,823706,30.97,9,227,223,0.4**,0.2,0.8,2019060410,,,0.4,0.6,201906060916,,
인천,서구,청라,823705,95.27,28,683,686,0.4,0.3,0.9,2019062412,,,0.4,0.6,201906060815,,
광주,동구,서석동,324115,98.75,30,714,711,0.3,0.2,0.8,2019062917,,,0.3,0.7,201906291522,,
광주,서구,농성동,324121,98.75,30,714,711,0.3,0.1,0.9,2019061411,,,0.3,0.7,201906291522,,
광주,북구,두암동,324133,98.75,30,714,711,0.3,0.2,1.0,2019062917,,,0.3,0.8,201906291320,,
광주,광산구,송정1동,324141,98.75,30,714,711,0.3,0.1,0.7,2019062916,,,0.2,0.6,201906291421,,
광주,광산구,오선동,324142,98.88,30,720,712,0.5,0.4,0.8,2019060620,,,0.5,0.7,201906140613,,
광주,북구,건국동,324135,98.88,30,720,712,0.3,0.2,0.5,2019062515,,,0.3,0.5,201906260209,,
광주,남구,주월동,324155,98.75,30,714,711,0.4,0.2,0.8,2019060522,,,0.3,0.7,201906062003,,
대전,대덕구,읍내동,525111,99.72,30,720,718,0.4,0.2,0.8,2019061324,,,0.4,0.7,201906260108,,
대전,중구,문창동,525121,99.72,30,720,718,0.4,0.2,0.6,2019060222,,,0.3,0.6,201906030310,,
대전,유성구,구성동,525141,99.72,30,720,718,0.3,0.1,0.8,2019061323,,,0.1,0.6,201906030108,,
대전,유성구,노은동,525142,99.72,30,720,718,0.3,0.2,0.7,2019061323,,,0.2,0.6,201906142104,,
대전,대덕구,문평동,525112,99.72,30,720,718,0.3,0.2,0.7,2019062522,,,0.3,0.7,201906262205,,
대전,동구,성남동,525161,99.72,30,720,718,0.3,0.2,0.6,2019060309,,,0.3,0.5,201906030108,,
대전,서구,정림동,525171,99.72,30,720,718,0.4,0.2,0.6,2019060223,,,0.3,0.6,201906030512,,
대전,서구,둔산동,525172,99.72,30,720,718,0.4,0.2,0.8,2019060808,,,0.4,0.6,201906030714,,
대전,동구,대성동,525162,99.72,30,720,718,0.2,0.2,0.5,2019060307,,,0.2,0.4,201906030108,,
대전,대덕구,상대동,525143,99.72,30,720,718,0.2,0.2,0.8,2019061309,,,0.2,0.4,201906030108,,
울산,중구,성남동,238121,99.44,30,720,716,0.4,0.2,1.0,2019062022,,,0.2,0.7,201906201421,,
울산,남구,부곡동,238122,99.16,30,713,714,0.6,0.3,3.0,2019061406,,,0.4,1.3,201906140310,,
울산,남구,여천동,238123,22.08,6,161,159,0.3**,0.1,1.6,2019060105,,,0.3,0.5,201906010108,,
울산,남구,야음동,238124,99.30,30,714,715,0.4,0.2,1.3,2019061816,,,0.3,0.9,201906031421,,
울산,남구,신정동,238127,95.27,28,682,686,0.6,0.4,1.2,2019060611,,,0.5,1.0,201906201623,,
울산,울주군,덕신리,238128,99.44,30,720,716,0.5,0.4,1.3,2019062518,,,0.4,0.9,201906210613,,
울산,울주군,삼남면,238375,99.30,30,713,715,0.5,0.4,1.5,2019062724,,,0.5,1.2,201906282104,,
울산,북구,효문동,238130,99.30,30,714,715,0.3,0.1,0.9,2019062021,,,0.2,0.7,201906201522,,
울산,울주군,화산리,238371,99.58,30,720,717,0.6,0.4,2.5,2019062701,,,0.5,2.0,201906272003,,
울산,울주군,상남리,238373,99.58,30,720,717,0.3,0.1,0.8,2019062113,,,0.2,0.7,201906211017,,
울산,동구,대송동,238120,98.75,30,714,711,0.4,0.2,1.1,2019060310,,,0.2,0.8,201906030714,,
울산,남구,무거동,238129,99.30,30,714,715,0.5,0.3,0.9,2019060413,,,0.3,0.8,201906201724,,
울산,남구,삼산동,238125,99.30,30,720,715,0.6,0.4,1.2,2019062023,,,0.4,1.0,201906201623,,
울산,북구,농소동,238374,99.44,30,714,716,0.6,0.4,1.1,2019062021,,,0.5,1.0,201906211801,,
울산,중구,약사동,238376,97.22,29,703,700,0.3,0.1,0.9,2019060312,,,0.1,0.7,201906030815,,
울산,동구,전하동,238381,98.88,30,713,712,0.3,0.2,1.0,2019060310,,,0.2,0.8,201906211902,,
세종,세종,신흥동,541111,99.44,30,720,716,0.4,0.3,1.0,2019061121,,,0.4,0.7,201906060209,,
세종,세종,아름동,541112,99.30,30,714,715,0.5,0.4,1.1,2019061322,,,0.5,0.8,201906021724,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
  * 충북 호암동 측정소는 장비 교체로 가동중단.,,,,,,,,,,,,,,,,,,
세종,세종,한솔동,541113,99.44,30,720,716,0.5,0.3,1.1,2019061322,,,0.4,0.8,201906132003,,
세종,세종,부강면,541114,99.30,30,714,715,0.5,0.3,0.9,2019061124,,,0.4,0.7,201906122003,,
경기,수원,인계동,131112,99.02,30,720,713,0.5,0.3,1.0,2019061310,,,0.5,0.8,201906020108,,
경기,수원,신풍동,131111,96.11,28,692,692,0.5,0.3,0.8,2019060202,,,0.4,0.8,201906020108,,
경기,수원,광교동,131113,77.77,22,535,560,0.5,0.1,1.0,2019060202,,,0.4,0.8,201906030108,,
경기,수원,영통동,131114,99.44,30,720,716,0.6,0.4,1.6,2019061310,,,0.5,1.0,201906130310,,
경기,수원,천천동,131115,99.30,30,720,715,0.4,0.2,0.8,2019060207,,,0.4,0.7,201906020209,,
경기,수원,고색동,131117,95.55,28,690,688,0.4,0.2,0.9,2019060312,,,0.3,0.7,201906020108,,
경기,수원,호매실동,131118,99.58,30,720,717,0.5,0.3,0.9,2019060312,,,0.4,0.7,201906020108,,
경기,안양,안양6동,131141,98.61,30,714,710,0.3,0.2,0.7,2019060616,,,0.3,0.6,201906061017,,
경기,안양,부림동,131142,99.16,30,714,714,0.5,0.4,0.9,2019060617,,,0.4,0.8,201906020310,,
경기,안양,호계동,131144,99.44,30,720,716,0.4,0.3,0.7,2019060124,,,0.4,0.6,201906020108,,
경기,안양,안양2동,131145,95.69,28,689,689,0.5,0.4,1.0,2019060616,,,0.5,0.9,201906061118,,
경기,성남,단대동,131121,99.16,30,714,714,0.4,0.2,0.7,2019060206,,,0.3,0.6,201906020108,,
경기,성남,정자동,131123,99.30,30,720,715,0.6,0.3,0.9,2019060617,,,0.4,0.8,201906060108,,
경기,성남,수내동,131124,98.75,30,712,711,0.5,0.2,0.9,2019060401,,,0.4,0.8,201906042104,,
경기,성남,복정동,131126,95.97,28,691,691,0.5,0.2,0.8,2019060207,,,0.3,0.8,201906060209,,
경기,성남,상대원동,131129,99.58,30,720,717,0.5,0.2,1.2,2019060608,,,0.4,0.8,201906051623,,
경기,성남,운중동,131128,99.58,30,720,717,0.4,0.3,0.8,2019060407,,,0.4,0.7,201906020310,,
경기,의정부,의정부동,131131,99.30,30,720,715,0.4,0.3,0.7,2019060610,,,0.4,0.7,201906060714,,
경기,의정부,의정부1동,131132,99.58,30,720,717,0.4,0.3,1.6,2019061910,,,0.3,0.9,201906190714,,
경기,광명,철산동,131161,99.16,30,720,714,0.4,0.3,0.8,2019060407,,,0.4,0.7,201906060714,,
경기,광명,소하동,131163,93.33,27,668,672,0.4,0.3,0.8,2019062805,,,0.3,0.6,201906020108,,
경기,안산,고잔동,131191,98.05,30,708,706,0.4,0.3,0.7,2019060617,,,0.3,0.6,201906061017,,
경기,안산,원시동,131192,98.88,30,720,712,0.4,0.2,0.8,2019060617,,,0.3,0.6,201906020108,,
경기,안산,본오동,131193,98.61,30,714,710,0.3,0.2,1.0,2019060312,,,0.3,0.6,201906020108,,
경기,안산,부곡동,131195,98.88,30,720,712,0.4,0.3,0.8,2019060617,,,0.4,0.7,201906020108,,
경기,안산,대부동,131196,98.88,30,720,712,0.3,0.2,0.9,2019060312,,,0.3,0.6,201906050411,,
경기,안산,호수동,131197,99.02,30,714,713,0.4,0.2,1.3,2019062613,,,0.3,0.9,201906260613,,
경기,평택,비전동,131341,99.44,30,720,716,0.3,0.2,0.8,2019060505,,,0.3,0.6,201906050310,,
경기,평택,안중,131342,95.55,28,689,688,0.3,0.2,0.8,2019060213,,,0.2,0.5,201906020815,,
경기,평택,평택항,131343,99.44,30,720,716,0.4,0.3,1.0,2019061314,,,0.3,0.6,201906021017,,
경기,평택,송북동,131344,99.30,30,720,715,0.4,0.2,0.8,2019060515,,,0.3,0.6,201906050714,,
경기,과천,별양동,131201,92.50,26,662,666,0.5,0.2,0.9,2019060618,,,0.4,0.8,201906061118,,
경기,과천,과천동,131202,99.30,30,720,715,0.4,0.2,0.8,2019060616,,,0.4,0.7,201906060512,,
경기,구리,교문동,131211,37.91,11,269,273,0.3**,0.2,0.5,2019062802,,,0.3,0.5,201906280512,,
경기,구리,동구동,131212,99.44,30,720,716,0.3,0.2,0.6,2019060310,,,0.3,0.5,201906030613,,
경기,의왕,부곡3동,131222,99.30,30,720,715,0.6,0.4,1.1,2019060617,,,0.6,0.9,201906061017,,
경기,의왕,고천동,131223,99.30,30,720,715,0.5,0.2,0.9,2019060617,,,0.3,0.8,201906020209,,
경기,고양,행신동,131381,99.58,30,720,717,0.4,0.3,1.2,2019060410,,,0.4,0.7,201906040310,,
경기,고양,식사동,131382,99.58,30,720,717,0.4,0.3,0.6,2019060321,,,0.3,0.5,201906020411,,
경기,고양,신원동,131384,96.52,28,694,695,0.3,0.2,0.7,2019060310,,,0.2,0.5,201906030411,,
경기,고양,주엽동,131385,98.75,30,714,711,0.4,0.3,0.7,2019060209,,,0.4,0.6,201906020613,,
경기,광주,경안동,131392,99.44,30,720,716,0.4,0.2,0.8,2019060520,,,0.3,0.7,201906051522,,
경기,군포,당동,131501,99.02,30,713,713,0.4,0.2,0.7,2019060204,,,0.3,0.6,201906020108,,
경기,군포,산본동,131502,99.44,30,720,716,0.3,0.2,0.8,2019060202,,,0.3,0.6,201906020108,,
경기,시흥,정왕동,131231,99.02,30,714,713,0.3,0.2,0.8,2019060823,,,0.3,0.6,201906061017,,
경기,시흥,시화산단,131232,99.02,30,720,713,0.4,0.2,0.9,2019062404,,,0.4,0.7,201906060815,,
경기,시흥,대야동,131233,99.30,30,720,715,0.5,0.3,0.9,2019060616,,,0.4,0.8,201906061118,,
경기,부천,소사본동,831151,99.02,30,720,713,0.4,0.2,0.7,2019060222,,,0.3,0.6,201906060613,,
경기,부천,내동,831152,99.16,30,720,714,0.4,0.3,0.8,2019060515,,,0.3,0.7,201906060916,,
경기,부천,중2동,831153,95.69,28,690,689,0.5,0.3,0.8,2019060515,,,0.4,0.7,201906060714,,
경기,부천,오정동,831154,99.44,30,713,716,0.4,0.3,0.8,2019060409,,,0.4,0.7,201906060714,,
경기,남양주,금곡동,131241,99.58,30,720,717,0.4,0.1,0.7,2019060520,,,0.3,0.7,201906051724,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
  * 충북 호암동 측정소는 장비 교체로 가동중단.,,,,,,,,,,,,,,,,,,
경기,남양주,오남읍,131242,99.30,30,720,715,0.4,0.2,0.7,2019060522,,,0.3,0.7,201906060714,,
경기,남양주,별내동,131243,99.30,30,720,715,0.3,0.2,0.6,2019060312,,,0.3,0.6,201906060714,,
경기,남양주,화도읍,131244,99.16,30,720,714,0.4,0.3,0.8,2019060521,,,0.4,0.8,201906061801,,
경기,용인,김량장동,131411,91.11,26,649,656,0.4,0.2,0.7,2019062810,,,0.3,0.5,201906011219,,
경기,용인,수지,131412,90.97,26,652,655,0.5,0.2,1.2,2019060117,,,0.3,0.8,201906011623,,
경기,용인,기흥,131413,99.16,30,720,714,0.5,0.3,1.0,2019060203,,,0.4,0.9,201906020108,,
경기,용인,모현읍,131415,92.36,28,674,665,0.5,0.1,1.1,2019060520,,,0.3,1.1,201906060310,,
경기,용인,이동읍,131416,99.02,30,720,713,0.5,0.3,1.1,2019060516,,,0.4,0.8,201906051320,,
경기,용인,백암면,131417,99.30,30,720,715,0.5,0.3,0.9,2019060517,,,0.4,0.8,201906060108,,
경기,김포,사우동,131471,99.86,30,720,719,0.3,0.2,0.5,2019060821,,,0.3,0.4,201906020613,,
경기,김포,고촌읍,131472,99.30,30,714,715,0.2,0.1,0.5,2019062814,,,0.2,0.4,201906280108,,
경기,김포,통진읍,131473,99.44,30,720,716,0.3,0.2,0.6,2019060822,,,0.3,0.5,201906061219,,
경기,오산,오산동,131531,99.16,30,720,714,0.4,0.2,0.7,2019060113,,,0.3,0.6,201906051118,,
경기,하남,신장동,131541,99.02,30,720,713,0.4,0.2,0.7,2019060324,,,0.3,0.7,201906051724,,
경기,화성,남양읍,131551,99.30,30,720,715,0.3,0.2,0.8,2019060311,,,0.3,0.6,201906020108,,
경기,화성,향남,131552,99.44,30,720,716,0.3,0.2,0.8,2019060514,,,0.3,0.6,201906010916,,
경기,화성,동탄동,131553,99.02,30,714,713,0.4,0.1,0.8,2019060515,,,0.2,0.7,201906051017,,
경기,화성,우정읍,131554,98.88,30,720,712,0.4,0.3,1.1,2019060113,,,0.3,0.9,201906050613,,
경기,화성,청계동,131555,99.16,30,720,714,0.5,0.3,0.8,2019060313,,,0.4,0.7,201906051118,,
경기,양주,백석읍,131561,99.30,30,720,715,0.4,0.2,0.7,2019060613,,,0.3,0.6,201906060512,,
경기,양주,고읍,131562,99.44,30,720,716,0.3,0.2,0.6,2019060613,,,0.2,0.5,201906060512,,
경기,동두천,보산동,131571,98.75,30,708,711,0.3,0.2,0.6,2019060611,,,0.2,0.5,201906060411,,
경기,안성,봉산동,131581,99.16,30,720,714,0.5,0.2,1.0,2019060523,,,0.4,0.8,201906050916,,
경기,이천,창전동,131442,99.86,30,720,719,0.4,0.3,0.8,2019060321,,,0.4,0.7,201906041902,,
경기,이천,장호원읍,131443,99.30,30,720,715,0.5,0.4,0.8,2019061507,,,0.4,0.7,201906060108,,
경기,파주,금촌동,131371,98.88,30,720,712,0.5,0.3,0.7,2019060521,,,0.4,0.7,201906061017,,
경기,파주,운정,131372,95.69,28,691,689,0.4,0.2,0.7,2019061415,,,0.3,0.6,201906061219,,
경기,포천,선단동,131453,98.61,30,714,710,0.3,0.2,0.6,2019060405,,,0.3,0.6,201906060613,,
경기,포천,일동면,131454,92.50,26,666,666,0.3,0.2,0.6,2019060614,,,0.2,0.6,201906061118,,
경기,여주,여주,131591,99.44,30,720,716,0.3,0.2,0.8,2019062002,,,0.3,0.5,201906011724,,
경기,연천,연천,131601,76.80,22,549,553,0.4,0.3,0.6,2019060311,,,0.3,0.5,201906020815,,
경기,가평,가평읍,131611,99.44,30,720,716,0.4,0.3,0.7,2019060612,,,0.4,0.7,201906060916,,
경기,양평,양평,131621,99.02,30,720,713,0.4,0.2,0.7,2019060520,,,0.3,0.7,201906060512,,
강원,양구,양구읍,132402,99.16,30,720,714,0.4,0.2,0.6,2019060616,,,0.3,0.5,201906021724,,
강원,고성,상리,632441,99.44,30,720,716,0.4,0.2,0.7,2019061312,,,0.3,0.6,201906040108,,
강원,정선,정선읍사무소,632372,99.30,30,714,715,0.3,0.2,0.6,2019061416,,,0.2,0.5,201906041902,,
강원,횡성,횡성군,632432,96.38,28,693,694,0.3,0.1,0.6,2019060521,,,0.2,0.6,201906060613,,
강원,춘천,중앙로,132112,99.16,30,720,714,0.3,0.1,0.5,2019060411,,,0.2,0.5,201906060815,,
강원,춘천,석사동,132113,99.16,30,720,714,0.4,0.2,0.7,2019060322,,,0.3,0.7,201906061017,,
강원,강릉,옥천동,632132,99.16,30,720,714,0.3,0.1,0.9,2019061310,,,0.1,0.5,201906021522,,
강원,원주,중앙동,632121,99.02,30,714,713,0.2,0.1,0.6,2019060520,,,0.2,0.4,201906011724,,
강원,원주,명륜동,632122,99.16,30,714,714,0.3,0.1,0.7,2019060520,,,0.1,0.6,201906062003,,
강원,원주,문막읍,632124,96.52,28,695,695,0.4,0.2,0.8,2019060520,,,0.3,0.6,201906040209,,
강원,동해,천곡동,632151,98.88,30,720,712,0.4,0.1,3.7,2019061924,,,0.2,1.5,201906130108,,
강원,삼척,남양동,632161,99.16,30,720,714,0.4,0.2,1.4,2019061906,,,0.3,1.0,201906190108,,
강원,평창,평창읍,632171,99.02,30,714,713,0.2,0.1,0.5,2019060410,,,0.1,0.4,201906020108,,
강원,양양,양양군,632451,99.44,30,720,716,0.5,0.2,1.0,2019061311,,,0.3,0.7,201906030108,,
강원,속초,속초시,632461,99.72,30,720,718,0.3,0.1,1.0,2019061311,,,0.2,0.5,201906030108,,
강원,영월,영월읍,632491,98.61,30,704,710,0.4,0.2,0.8,2019061415,,,0.3,0.7,201906200108,,
강원,철원,철원군,632472,99.58,30,720,717,0.4,0.2,0.7,2019062506,,,0.3,0.5,201906021118,,
강원,홍천,홍천읍,632481,99.58,30,720,717,0.4,0.3,0.6,2019060221,,,0.4,0.6,201906031522,,
강원,화천,화천군,632501,99.30,30,720,715,0.3,0.1,0.6,2019060321,,,0.2,0.6,201906210108,,
강원,태백,태백시,632511,96.66,28,687,696,0.3,0.1,0.8,2019060308,,,0.2,0.6,201906150108,,
강원,인제,인제군,632521,99.44,30,720,716,0.5,0.2,1.5,2019060407,,,0.3,0.8,201906040108,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
  * 충북 호암동 측정소는 장비 교체로 가동중단.,,,,,,,,,,,,,,,,,,
충북,괴산,괴산읍,633362,99.44,30,720,716,0.4,0.3,0.6,2019060219,,,0.3,0.6,201906051724,,
충북,음성,음성읍,633462,99.44,30,720,716,0.4,0.3,0.6,2019060408,,,0.3,0.6,201906061801,,
충북,청주,송정동,533112,99.30,30,720,715,0.3,0.1,0.8,2019060823,,,0.2,0.5,201906051522,,
충북,청주,사천동,533113,98.75,30,714,711,0.4,0.2,0.7,2019060823,,,0.3,0.6,201906051623,,
충북,청주,문화동,533114,95.55,28,690,688,0.3,0.1,0.5,2019060519,,,0.2,0.5,201906091902,,
충북,청주,용암동,533115,95.83,28,693,690,0.4,0.3,0.7,2019060519,,,0.4,0.6,201906051522,,
충북,청주,오창읍,633211,99.30,30,720,715,0.4,0.2,0.7,2019060605,,,0.3,0.6,201906051724,,
충북,청주,산남동,633213,99.44,30,720,716,0.3,0.2,0.7,2019060823,,,0.3,0.6,201906260108,,
