,,,,,,,,,,,,,,,,,,
     - CO 오염도,,,,,,,,,,,,,,,,,,
시.도,시군구,측정소명,"측정소
코드","유효
자료
획득률
(%)","유효
측정
일수
(day)","유효
측정
횟수
(8hour)","유효
측정
시간
(hour)","월평균
(ppm)",1시간치,,,,,8시간치,,,,
서울,서대문구,서대문구,111191,99.59,31,744,741,1.0,0.5,2.3,2019030409,,,0.7,2.0,201903040209,,
서울,구로구,구로구,111221,99.46,31,744,740,0.4,0.2,1.1,2019030207,,,0.2,1.0,201903020108,,
서울,서초구,서초구,111262,99.59,31,744,741,0.4,0.1,1.2,2019030207,,,0.2,1.1,201903020108,,
서울,강서구,강서구,111212,99.46,31,744,740,0.6,0.3,1.8,2019030208,,,0.4,1.5,201903020108,,
서울,송파구,송파구,111273,99.46,31,744,740,0.6,0.2,1.5,2019030408,,,0.4,1.3,201903020108,,
서울,양천구,양천구,111301,99.46,31,744,740,0.6,0.3,1.8,2019030208,,,0.4,1.5,201903020108,,
서울,노원구,노원구,111311,98.92,31,738,736,0.6,0.3,1.4,2019030223,,,0.4,1.3,201903040108,,
부산,중구,광복동,221112,99.32,31,744,739,0.5,0.3,1.2,2019030101,,,0.4,0.7,201903010108,,
부산,남구,대연동,221172,97.84,30,727,728,0.5,0.3,1.0,2019030209,,,0.4,0.9,201903200108,,
부산,사상구,학장동,221181,96.90,30,719,721,0.3,0.1,0.8,2019032009,,,0.2,0.7,201903200310,,
부산,북구,덕천동,221182,99.46,31,744,740,0.4,0.3,0.5,2019030101,,,0.3,0.5,201903010108,,
부산,사하구,장림동,221202,99.19,31,744,738,0.5,0.2,3.9,2019031107,,,0.3,1.7,201903110310,,
부산,부산진구,전포동,221152,98.92,31,738,736,0.3,0.1,0.6,2019030209,,,0.3,0.6,201903200108,,
부산,연제구,연산동,221221,98.25,30,733,731,0.4,0.2,1.0,2019032010,,,0.3,0.7,201903020108,,
부산,영도구,태종대,221141,99.32,31,744,739,0.3,0.1,0.6,2019030510,,,0.2,0.6,201903061801,,
부산,해운대구,좌동,221192,99.05,31,744,737,0.3,0.2,0.8,2019030623,,,0.3,0.6,201903061724,,
부산,강서구,대저동,221211,99.32,31,744,739,0.4,0.3,0.9,2019030609,,,0.4,0.8,201903060108,,
부산,강서구,녹산동,221212,99.46,31,744,740,0.3,0.2,0.7,2019030502,,,0.3,0.6,201903200209,,
부산,기장군,기장읍,221231,99.32,31,744,739,0.3,0.1,0.6,2019030120,,,0.3,0.6,201903021801,,
부산,금정구,부곡동,221251,99.19,31,744,738,0.4,0.3,0.8,2019030608,,,0.4,0.7,201903051623,,
부산,기장군,용수리,221233,98.92,31,738,736,0.4,0.2,0.7,2019030120,,,0.4,0.7,201903021801,,
부산,동구,수정동,221241,99.05,31,738,737,0.4,0.1,0.8,2019031809,,,0.3,0.6,201903050714,,
부산,서구,대신동,221281,99.05,31,738,737,0.5,0.3,0.9,2019030521,,,0.4,0.8,201903051421,,
부산,사상구,덕포동,221282,99.32,31,744,739,0.5,0.3,1.0,2019031508,,,0.4,0.8,201903020108,,
대구,중구,수창동,422114,99.05,31,744,737,0.6,0.2,1.4,2019030101,,,0.4,1.2,201903010108,,
대구,서구,이현동,422132,98.79,31,738,735,0.5,0.2,1.1,2019030510,,,0.3,0.9,201903010108,,
대구,남구,대명동,422141,98.92,31,744,736,0.5,0.2,1.3,2019030602,,,0.3,1.2,201903010108,,
대구,북구,노원동,422153,99.19,31,744,738,0.5,0.2,1.1,2019030510,,,0.4,0.9,201903010108,,
대구,동구,신암동,422154,98.52,31,730,733,0.5,0.1,1.1,2019030108,,,0.1,1.0,201903060411,,
대구,수성구,만촌동,422161,98.92,31,738,736,0.5,0.2,1.1,2019032011,,,0.4,0.9,201903010209,,
대구,수성구,지산동,422115,99.05,31,744,737,0.6,0.2,1.3,2019030608,,,0.3,1.2,201903060108,,
대구,달서구,호림동,422171,98.65,31,737,734,0.5,0.3,1.1,2019030213,,,0.4,1.0,201903020714,,
대구,동구,서호동,422121,99.05,31,744,737,0.4,0.1,0.9,2019030603,,,0.3,0.9,201903060310,,
대구,북구,태전동,422155,99.05,31,744,737,0.6,0.4,1.2,2019030109,,,0.5,1.0,201903010108,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
대구,달성군,다사읍,422205,98.92,31,744,736,0.3,0.1,0.8,2019030110,,,0.2,0.7,201903060310,,
대구,달성군,현풍면,422201,98.79,31,744,735,0.5,0.3,1.1,2019030523,,,0.4,1.0,201903060310,,
대구,수성구,시지동,422203,99.05,31,744,737,0.5,0.2,1.2,2019030609,,,0.3,1.0,201903060108,,
대구,달서구,진천동,422204,99.05,31,744,737,0.5,0.1,1.2,2019030109,,,0.3,1.0,201903010108,,
인천,중구,신흥,823611,97.58,30,730,726,0.6,0.3,1.8,2019030208,,,0.4,1.6,201903020411,,
인천,동구,송림,823621,98.65,31,732,734,0.7,0.3,2.2,2019032005,,,0.4,1.7,201903020108,,
인천,남동구,구월동,823631,98.92,31,738,736,0.7,0.2,2.1,2019030209,,,0.5,1.8,201903020209,,
인천,남구,숭의,823632,99.32,31,744,739,0.6,0.2,1.8,2019030303,,,0.4,1.5,201903020108,,
인천,부평구,부평,823641,99.05,31,744,737,0.6,0.3,1.6,2019030204,,,0.4,1.5,201903020108,,
인천,서구,연희,823651,98.92,31,744,736,0.6,0.3,1.5,2019030210,,,0.4,1.2,201903020310,,
인천,서구,석남,823681,98.25,31,727,731,0.7,0.3,1.7,2019030208,,,0.4,1.6,201903020209,,
인천,계양구,계산,823662,98.92,31,744,736,0.7,0.2,1.6,2019030209,,,0.4,1.5,201903020411,,
인천,남동구,고잔,823671,98.52,31,731,733,0.8,0.3,2.5,2019030710,,,0.5,2.0,201903020209,,
인천,강화군,송해,823691,98.92,31,744,736,0.6,0.3,1.1,2019030121,,,0.4,1.0,201903011623,,
인천,서구,검단,823652,98.52,31,738,733,0.6,0.3,1.5,2019030202,,,0.4,1.3,201903020108,,
인천,연수구,동춘,823701,98.79,31,732,735,0.6,0.3,1.9,2019030208,,,0.4,1.6,201903020209,,
인천,중구,운서,823702,98.79,31,744,735,0.5,0.3,1.4,2019030121,,,0.4,1.2,201903011522,,
인천,남동구,논현,823704,98.52,31,732,733,0.7,0.3,1.8,2019030408,,,0.4,1.6,201903020310,,
인천,서구,원당,823801,98.65,31,732,734,0.6,0.3,1.5,2019030124,,,0.4,1.4,201903020108,,
인천,연수구,송도,823706,91.80,27,678,683,0.5,0.2,2.1,2019030407,,,0.3,1.6,201903040411,,
인천,서구,청라,823705,98.65,31,732,734,0.7,0.3,1.5,2019030209,,,0.4,1.4,201903020209,,
광주,동구,서석동,324115,98.92,31,744,736,0.6,0.2,1.5,2019030110,,,0.4,1.3,201903010209,,
광주,서구,농성동,324121,98.52,31,738,733,0.5,0.3,1.5,2019030509,,,0.4,1.3,201903010108,,
광주,북구,두암동,324133,97.84,30,731,728,0.5,0.3,1.3,2019030105,,,0.4,1.2,201903010108,,
광주,광산구,송정1동,324141,98.92,31,744,736,0.5,0.2,1.3,2019030108,,,0.2,1.2,201903010209,,
광주,광산구,오선동,324142,98.92,31,744,736,0.5,0.2,1.2,2019030109,,,0.3,1.1,201903010108,,
광주,북구,건국동,324135,98.11,30,734,730,0.4,0.1,1.4,2019031111,,,0.3,1.3,201903110108,,
광주,남구,주월동,324155,98.92,31,744,736,0.5,0.2,1.4,2019030102,,,0.4,1.2,201903010108,,
대전,대덕구,읍내동,525111,99.73,31,744,742,0.6,0.2,1.5,2019030102,,,0.4,1.3,201903010108,,
대전,중구,문창동,525121,99.73,31,744,742,0.5,0.2,1.4,2019030109,,,0.3,1.2,201903010411,,
대전,유성구,구성동,525141,99.73,31,744,742,0.4,0.2,1.1,2019030506,,,0.2,1.0,201903050310,,
대전,유성구,노은동,525142,99.73,31,744,742,0.4,0.2,1.2,2019030107,,,0.2,1.1,201903010108,,
대전,대덕구,문평동,525112,99.73,31,744,742,0.5,0.3,1.3,2019030105,,,0.4,1.2,201903010108,,
대전,동구,성남동,525161,99.73,31,744,742,0.6,0.3,1.4,2019030223,,,0.4,1.3,201903010108,,
대전,서구,정림동,525171,99.73,31,744,742,0.5,0.2,1.2,2019030107,,,0.3,1.1,201903010108,,
대전,서구,둔산동,525172,99.73,31,744,742,0.5,0.2,1.2,2019030421,,,0.4,1.0,201903010108,,
대전,동구,대성동,525162,99.73,31,744,742,0.4,0.2,1.1,2019030109,,,0.2,1.0,201903010108,,
대전,대덕구,상대동,525143,99.73,31,744,742,0.4,0.2,1.1,2019030102,,,0.2,1.1,201903010108,,
울산,중구,성남동,238121,99.59,31,744,741,0.4,0.1,0.9,2019032012,,,0.3,0.8,201903061902,,
울산,남구,부곡동,238122,99.59,31,744,741,0.6,0.3,3.0,2019031504,,,0.5,1.9,201903152205,,
울산,남구,여천동,238123,95.43,29,708,710,0.4,0.1,1.6,2019032602,,,0.3,0.9,201903241902,,
울산,남구,야음동,238124,99.59,31,744,741,0.5,0.3,1.2,2019031920,,,0.5,0.9,201903011522,,
울산,남구,신정동,238127,99.46,31,744,740,0.6,0.3,1.2,2019030523,,,0.5,1.1,201903062003,,
울산,울주군,덕신리,238128,99.46,31,744,740,0.6,0.4,1.4,2019031508,,,0.5,1.0,201903011724,,
울산,울주군,삼남면,238375,99.59,31,744,741,0.6,0.3,1.1,2019030109,,,0.5,0.9,201903020108,,
울산,북구,효문동,238130,96.37,29,711,717,0.5,0.2,0.9,2019030101,,,0.3,0.9,201903022003,,
울산,울주군,화산리,238371,99.05,31,738,737,0.7,0.4,2.5,2019032107,,,0.6,1.3,201903200714,,
울산,울주군,상남리,238373,99.46,31,738,740,0.4,0.2,0.9,2019030119,,,0.3,0.8,201903011623,,
울산,동구,대송동,238120,96.23,29,710,716,0.5,0.3,1.6,2019030508,,,0.5,0.9,201903050512,,
울산,남구,무거동,238129,99.73,31,744,742,0.6,0.3,1.1,2019030521,,,0.5,1.0,201903061801,,
울산,남구,삼산동,238125,99.32,31,744,739,0.6,0.4,1.1,2019030622,,,0.6,1.0,201903021801,,
울산,북구,농소동,238374,98.79,31,738,735,0.6,0.4,1.1,2019032009,,,0.6,1.0,201903021801,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
울산,중구,약사동,238376,99.59,31,744,741,0.4,0.2,0.9,2019032011,,,0.3,0.7,201903050916,,
울산,동구,전하동,238381,96.37,29,717,717,0.4,0.1,1.0,2019030510,,,0.3,0.7,201903050310,,
세종,세종,신흥동,541111,99.59,31,744,741,0.7,0.3,1.5,2019030104,,,0.6,1.4,201903010108,,
세종,세종,아름동,541112,99.46,31,744,740,0.6,0.3,1.3,2019030414,,,0.4,1.2,201903010108,,
세종,세종,한솔동,541113,99.73,31,744,742,0.6,0.2,1.2,2019030104,,,0.4,1.2,201903010108,,
세종,세종,부강면,541114,99.59,31,744,741,0.5,0.1,1.2,2019030102,,,0.3,1.1,201903010108,,
경기,수원,인계동,131112,99.32,31,744,739,0.7,0.3,1.9,2019030224,,,0.5,1.7,201903032205,,
경기,수원,신풍동,131111,99.19,31,744,738,0.6,0.3,1.5,2019030208,,,0.3,1.3,201903020108,,
경기,수원,광교동,131113,99.05,31,744,737,0.6,0.2,1.6,2019030224,,,0.5,1.4,201903031902,,
경기,수원,영통동,131114,99.19,31,744,738,0.7,0.4,1.8,2019030223,,,0.6,1.7,201903032205,,
경기,수원,천천동,131115,99.19,31,744,738,0.6,0.2,1.4,2019030209,,,0.3,1.2,201903020108,,
경기,수원,고색동,131117,99.32,31,744,739,0.7,0.3,1.8,2019030209,,,0.5,1.5,201903020310,,
경기,안양,안양6동,131141,95.29,31,704,709,0.5,0.4,1.0,2019030209,,,0.5,0.9,201903020209,,
경기,안양,부림동,131142,99.46,31,744,740,0.6,0.3,1.7,2019030223,,,0.4,1.5,201903032003,,
경기,안양,호계동,131144,99.46,31,744,740,0.5,0.3,1.4,2019030301,,,0.3,1.3,201903032003,,
경기,안양,안양2동,131145,97.17,31,721,723,0.6,0.2,1.4,2019030409,,,0.4,1.2,201903040310,,
경기,성남,단대동,131121,97.58,30,729,726,0.6,0.3,1.5,2019030308,,,0.4,1.3,201903030209,,
경기,성남,정자동,131123,97.84,30,732,728,0.7,0.2,1.6,2019030408,,,0.3,1.5,201903040209,,
경기,성남,수내동,131124,97.44,30,725,725,0.6,0.1,1.4,2019030408,,,0.4,1.3,201903032003,,
경기,성남,복정동,131126,75.80,22,555,564,0.5,0.2,1.8,2019030406,,,0.3,1.5,201903020108,,
경기,성남,상대원동,131129,98.11,30,732,730,0.6,0.3,1.5,2019032008,,,0.5,1.1,201903020209,,
경기,성남,운중동,131128,97.44,30,729,725,0.6,0.3,1.3,2019030409,,,0.5,1.1,201903040209,,
경기,의정부,의정부동,131131,99.05,31,744,737,0.6,0.3,1.5,2019030110,,,0.4,1.1,201903020310,,
경기,의정부,의정부1동,131132,99.46,31,744,740,0.7,0.3,2.0,2019030320,,,0.5,1.4,201903020310,,
경기,광명,철산동,131161,99.05,31,744,737,0.7,0.3,1.8,2019030206,,,0.5,1.6,201903020108,,
경기,광명,소하동,131163,98.38,31,741,732,0.6,0.3,1.6,2019030410,,,0.4,1.4,201903020108,,
경기,안산,고잔동,131191,81.58,23,598,607,0.7,0.1,1.3,2019030224,,,0.4,1.2,201903101902,,
경기,안산,원시동,131192,99.05,31,744,737,0.6,0.3,1.4,2019030208,,,0.4,1.3,201903020108,,
경기,안산,본오동,131193,99.19,31,744,738,0.5,0.2,1.6,2019030309,,,0.3,1.3,201903020310,,
경기,안산,부곡동,131195,98.79,31,744,735,0.6,0.3,1.6,2019030108,,,0.4,1.4,201903020108,,
경기,안산,대부동,131196,96.63,30,725,719,0.5,0.3,1.5,2019030208,,,0.3,1.3,201903020108,,
경기,안산,호수동,131197,89.91,26,665,669,0.6,0.2,1.6,2019030209,,,0.3,1.5,201903020411,,
경기,평택,비전동,131341,92.20,27,686,686,0.5,0.2,1.0,2019032620,,,0.3,0.8,201903031902,,
경기,평택,안중,131342,99.05,31,744,737,0.4,0.2,1.1,2019031707,,,0.3,0.9,201903020108,,
경기,평택,평택항,131343,92.74,27,684,690,0.5,0.3,1.2,2019030206,,,0.4,1.2,201903021522,,
경기,평택,송북동,131344,99.32,31,738,739,0.6,0.4,1.4,2019030221,,,0.4,1.2,201903031902,,
경기,과천,별양동,131201,96.50,29,720,718,0.6,0.3,1.5,2019030409,,,0.4,1.4,201903040310,,
경기,과천,과천동,131202,99.19,31,744,738,0.7,0.3,2.0,2019030309,,,0.5,1.6,201903030209,,
경기,구리,교문동,131211,99.46,31,744,740,0.4,0.2,1.0,2019030109,,,0.3,0.9,201903010613,,
경기,구리,동구동,131212,99.59,31,744,741,0.5,0.2,1.0,2019030123,,,0.3,0.9,201903020108,,
경기,의왕,부곡3동,131222,98.92,31,744,736,0.7,0.3,1.7,2019030301,,,0.5,1.6,201903032104,,
경기,의왕,고천동,131223,99.19,31,744,738,0.6,0.3,1.3,2019030210,,,0.4,1.2,201903020310,,
경기,고양,행신동,131381,96.37,29,715,717,0.6,0.3,1.4,2019030202,,,0.4,1.2,201903020108,,
경기,고양,식사동,131382,91.93,27,677,684,0.5,0.3,0.9,2019030409,,,0.3,0.8,201903020108,,
경기,고양,신원동,131384,99.32,31,738,739,0.5,0.2,1.8,2019030406,,,0.3,1.6,201903042407,,
경기,고양,주엽동,131385,96.63,29,718,719,0.6,0.2,1.5,2019030122,,,0.4,1.4,201903021902,,
경기,광주,경안동,131392,83.33,24,613,620,0.6,0.1,2.5,2019031023,,,0.3,1.5,201903111902,,
경기,군포,당동,131501,96.10,29,717,715,0.6,0.3,1.7,2019030223,,,0.4,1.6,201903032003,,
경기,군포,산본동,131502,99.05,31,737,737,0.5,0.2,1.3,2019030222,,,0.3,1.1,201903020209,,
경기,시흥,정왕동,131231,99.05,31,744,737,0.6,0.3,1.7,2019030208,,,0.3,1.5,201903020310,,
경기,시흥,시화산단,131232,99.05,31,744,737,0.7,0.2,1.8,2019030209,,,0.4,1.6,201903020209,,
경기,시흥,대야동,131233,99.05,31,744,737,0.6,0.3,1.9,2019030209,,,0.4,1.5,201903020108,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
경기,부천,소사본동,831151,99.19,31,744,738,0.5,0.3,1.6,2019030209,,,0.3,1.4,201903020310,,
경기,부천,내동,831152,99.32,31,744,739,0.5,0.2,1.4,2019030108,,,0.4,1.1,201903020108,,
경기,부천,중2동,831153,98.52,31,735,733,0.7,0.3,1.7,2019030208,,,0.5,1.5,201903020108,,
경기,부천,오정동,831154,98.52,31,736,733,0.7,0.3,1.7,2019030210,,,0.5,1.5,201903020108,,
경기,남양주,금곡동,131241,99.46,31,744,740,0.6,0.3,1.2,2019030610,,,0.4,1.0,201903020209,,
경기,남양주,오남읍,131242,99.46,31,744,740,0.6,0.2,1.1,2019030424,,,0.4,1.1,201903050108,,
경기,남양주,별내동,131243,98.92,31,738,736,0.5,0.2,1.1,2019030409,,,0.3,0.9,201903020209,,
경기,남양주,화도읍,131244,99.32,31,744,739,0.6,0.3,1.2,2019032623,,,0.4,1.0,201903270108,,
경기,용인,김량장동,131411,99.05,31,738,737,0.5,0.2,1.1,2019030209,,,0.4,0.9,201903020108,,
경기,용인,수지,131412,98.92,31,744,736,0.6,0.2,1.4,2019030408,,,0.4,1.2,201903040108,,
경기,용인,기흥,131413,95.29,29,701,709,0.6,0.3,1.2,2019030209,,,0.4,1.1,201903020108,,
경기,김포,사우동,131471,99.46,31,744,740,0.5,0.2,1.3,2019030204,,,0.3,1.2,201903020108,,
경기,김포,고촌읍,131472,99.46,31,744,740,0.3,0.1,0.9,2019030108,,,0.2,0.8,201903020108,,
경기,김포,통진읍,131473,99.46,31,744,740,0.6,0.3,1.3,2019030122,,,0.4,1.2,201903021902,,
경기,오산,오산동,131531,99.05,31,744,737,0.6,0.3,1.4,2019030209,,,0.4,1.2,201903020108,,
경기,하남,신장동,131541,98.92,31,744,736,0.6,0.3,1.3,2019030409,,,0.4,1.1,201903040108,,
경기,화성,남양읍,131551,97.58,31,723,726,0.5,0.3,1.4,2019030209,,,0.3,1.3,201903020310,,
경기,화성,향남,131552,99.19,31,738,738,0.5,0.2,1.4,2019030502,,,0.2,1.2,201903020108,,
경기,화성,동탄동,131553,90.32,27,670,672,0.5,0.2,1.0,2019030310,,,0.4,0.9,201903020108,,
경기,화성,우정읍,131554,99.05,31,737,737,0.6,0.3,1.2,2019030123,,,0.4,1.1,201903011522,,
경기,화성,청계동,131555,99.32,31,744,739,0.6,0.4,1.1,2019030222,,,0.5,1.0,201903020209,,
경기,양주,백석읍,131561,99.46,31,744,740,0.4,0.2,1.3,2019030209,,,0.3,1.1,201903020310,,
경기,양주,고읍,131562,99.46,31,744,740,0.5,0.2,1.3,2019030409,,,0.3,1.0,201903010310,,
경기,동두천,보산동,131571,99.46,31,744,740,0.5,0.2,1.5,2019030509,,,0.3,1.2,201903050108,,
경기,안성,봉산동,131581,99.05,31,744,737,0.6,0.3,1.2,2019030501,,,0.4,1.1,201903052003,,
경기,이천,창전동,131442,99.86,31,744,743,0.6,0.3,1.3,2019030221,,,0.4,1.1,201903020209,,
경기,이천,장호원읍,131443,99.59,31,744,741,0.5,0.2,1.0,2019030509,,,0.3,0.9,201903020108,,
경기,파주,금촌동,131371,99.19,31,744,738,0.7,0.3,1.7,2019030405,,,0.5,1.4,201903040108,,
경기,파주,운정,131372,99.05,31,738,737,0.6,0.2,1.4,2019030201,,,0.4,1.4,201903022407,,
경기,포천,선단동,131453,97.17,30,725,723,0.6,0.3,1.5,2019030109,,,0.4,1.3,201903020209,,
경기,포천,일동면,131454,98.92,31,738,736,0.6,0.3,1.2,2019030202,,,0.5,1.1,201903050209,,
경기,여주,여주,131591,96.23,30,708,716,0.6,0.4,1.5,2019030104,,,0.5,1.1,201903010108,,
경기,연천,연천,131601,99.05,31,738,737,0.5,0.3,1.1,2019032711,,,0.4,1.0,201903050815,,
경기,가평,가평읍,131611,99.59,31,744,741,0.6,0.3,1.0,2019030120,,,0.5,1.0,201903050815,,
경기,양평,양평,131621,99.19,31,744,738,0.5,0.2,1.2,2019030510,,,0.5,1.0,201903050411,,
강원,양구,양구읍,132402,98.92,31,738,736,0.5,0.2,1.3,2019030609,,,0.3,1.1,201903050815,,
강원,고성,상리,632441,99.46,31,744,740,0.5,0.2,0.9,2019030509,,,0.4,0.8,201903050613,,
강원,정선,정선읍사무소,632372,99.46,31,744,740,0.4,0.1,0.9,2019030220,,,0.2,0.9,201903061902,,
강원,횡성,횡성군,632432,99.73,31,744,742,0.6,0.3,1.0,2019030509,,,0.5,0.9,201903050209,,
강원,춘천,중앙로,132112,98.79,31,731,735,0.5,0.2,1.2,2019030510,,,0.4,1.1,201903050613,,
강원,춘천,석사동,132113,99.19,31,738,738,0.6,0.2,1.3,2019030123,,,0.5,1.2,201903020108,,
강원,강릉,옥천동,632132,99.32,31,744,739,0.3,0.1,1.0,2019030509,,,0.2,0.8,201903050411,,
강원,원주,중앙동,632121,99.46,31,744,740,0.5,0.1,1.3,2019030201,,,0.3,1.1,201903022003,,
강원,원주,명륜동,632122,99.05,31,738,737,0.6,0.2,1.6,2019030204,,,0.4,1.4,201903020108,,
강원,원주,문막읍,632124,99.59,31,744,741,0.5,0.3,1.2,2019030510,,,0.4,1.1,201903050411,,
강원,동해,천곡동,632151,99.05,31,738,737,0.4,0.2,1.9,2019031922,,,0.3,1.3,201903090411,,
강원,삼척,남양동,632161,99.19,31,744,738,0.4,0.2,1.5,2019030523,,,0.3,1.1,201903061902,,
강원,평창,평창읍,632171,95.96,30,718,714,0.4,0.1,1.0,2019030513,,,0.2,0.9,201903060108,,
강원,양양,양양군,632451,99.46,31,744,740,0.5,0.2,1.3,2019030509,,,0.3,1.2,201903050613,,
강원,속초,속초시,632461,99.59,31,744,741,0.6,0.3,2.1,2019030202,,,0.5,1.7,201903020108,,
강원,영월,영월읍,632491,98.79,31,732,735,0.5,0.1,1.2,2019030610,,,0.4,1.0,201903050411,,
강원,철원,철원군,632472,99.46,31,744,740,0.6,0.4,1.3,2019030509,,,0.5,1.2,201903050613,,
"  * ""농도값*""의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              * ""농도값**""의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.",,,,,,,,,,,,,,,,,,
강원,홍천,홍천읍,632481,99.73,31,744,742,0.6,0.3,1.3,2019031209,,,0.5,1.0,201903060108,,
강원,화천,화천군,632501,78.49,24,583,584,0.7,0.4,1.1,2019031212,,,0.6,1.4,201903011902,,
강원,태백,태백시,632511,94.48,29,702,703,0.3,0.1,2.0,2019030509,,,0.1,0.9,201903010310,,
충북,괴산,괴산읍,633362,99.86,31,744,743,0.6,0.2,1.3,2019030104,,,0.4,1.2,201903012205,,
충북,음성,음성읍,633462,99.73,31,744,742,0.5,0.3,1.3,2019030509,,,0.4,1.1,201903020209,,
충북,청주,송정동,533112,99.05,31,737,737,0.4,0.1,1.2,2019030102,,,0.3,1.2,201903010209,,
충북,청주,사천동,533113,99.05,31,738,737,0.6,0.3,1.5,2019030104,,,0.4,1.4,201903010209,,
충북,청주,문화동,533114,98.79,31,738,735,0.4,0.2,1.3,2019030102,,,0.3,1.3,201903010209,,
충북,청주,용암동,533115,99.19,31,744,738,0.5,0.1,1.2,2019030101,,,0.3,1.1,201903010108,,
충북,청주,오창읍,633211,98.79,31,744,735,0.5,0.2,1.2,2019030421,,,0.4,1.1,201903050108,,
충북,청주,산남동,633213,99.46,31,738,740,0.4,0.0,1.3,2019030105,,,0.3,1.2,201903010108,,
충북,청주,오송읍,633214,99.46,31,744,740,0.4,0.1,1.1,2019030101,,,0.3,1.1,201903010108,,
충북,충주,호암동,633122,99.19,31,744,738,0.5,0.2,1.4,2019030102,,,0.3,1.3,201903010209,,
충북,충주,칠금동,633123,98.92,31,744,736,0.6,0.2,1.8,2019031922,,,0.4,1.2,201903010108,,
충북,제천,장락동,633131,95.83,30,713,713,0.5,0.0,2.7,2019030101,,,0.2,1.6,201903012205,,
충북,단양,매포읍,633311,99.19,31,744,738,0.4,0.2,3.5,2019031910,,,0.3,1.2,201903190613,,
충북,진천,진천읍,633411,99.59,31,744,741,0.4,0.2,1.4,2019030108,,,0.2,1.3,201903050209,,
충북,옥천,옥천읍,634111,99.32,31,738,739,0.6,0.3,1.5,2019030109,,,0.4,1.3,201903010209,,
충북,영동,영동읍,633471,96.23,29,715,716,0.5,0.2,1.1,2019030108,,,0.3,1.0,201903010209,,
충북,증평,증평읍,633481,99.46,31,744,740,0.4,0.2,1.1,2019030110,,,0.2,1.0,201903010310,,
