     - CO 오염도,,,,,,,,,,,,,,,,,
시.도,시군구,측정소명,"유효
자료
획득률
(%)","유효
측정
일수
(day)","유효
측정
횟수
(8hour)","유효
측정
시간
(hour)","월평균
(ppm)",1시간치,,,,,8시간치,,,,
,,,,,,,,"최저
(ppm)","최고
(ppm)",최고일시,"기준초과
(회)","초과율
(%)","최저
(ppm)","최고
(ppm)",최고일시,"기준초과
(회)","초과율
(%)"
,,,,,,,,,,,,,,,,,
경기,화성,우정읍,100 ,31 ,744 ,741 ,1 ,0 ,1 ,2019012310 ,,,1 ,1 ,201901151902 ,,
경기,화성,청계동,99 ,31 ,744 ,738 ,1 ,0 ,1 ,2019011504 ,,,1 ,1 ,201901140714 ,,
경기,양주,백석읍,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019012310 ,,,0 ,1 ,201901230411 ,,
경기,양주,고읍,99 ,31 ,744 ,736 ,1 ,0 ,2 ,2019012310 ,,,1 ,2 ,201901120411 ,,
경기,동두천,보산동,99 ,31 ,744 ,737 ,1 ,0 ,3 ,2019012310 ,,,0 ,2 ,201901230411 ,,
경기,안성,봉산동,99 ,31 ,744 ,735 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901230411 ,,
경기,이천,창전동,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019011422 ,,,1 ,2 ,201901151902 ,,
경기,파주,금촌동,99 ,31 ,738 ,737 ,1 ,0 ,3 ,2019012310 ,,,1 ,2 ,201901151801 ,,
경기,파주,운정,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019012310 ,,,0 ,2 ,201901151902 ,,
경기,포천,선단동,99 ,31 ,744 ,740 ,1 ,0 ,3 ,2019011304 ,,,1 ,2 ,201901151902 ,,
경기,포천,일동면,99 ,31 ,744 ,736 ,1 ,0 ,2 ,2019011420 ,,,1 ,2 ,201901151801 ,,
경기,여주,여주,99 ,31 ,738 ,739 ,1 ,0 ,2 ,2019012202 ,,,1 ,2 ,201901150310 ,,
경기,연천,연천,93 ,27 ,686 ,689 ,1 ,0 ,1 ,2019010502 ,,,1 ,1 ,201901140108 ,,
경기,가평,가평읍,96 ,29 ,714 ,715 ,1 ,0 ,2 ,2019011419 ,,,1 ,1 ,201901151801 ,,
경기,양평,양평,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019011508 ,,,1 ,1 ,201901150108 ,,
강원,양구,양구읍,0 ,0 ,0 ,0 ,,,,,,,,,,,
강원,고성,상리,99 ,31 ,744 ,739 ,1 ,0 ,1 ,2019011409 ,,,0 ,1 ,201901150411 ,,
강원,정선,정선읍사무소,100 ,31 ,739 ,741 ,1 ,0 ,2 ,2019011503 ,,,0 ,1 ,201901150108 ,,
강원,횡성,횡성군,100 ,31 ,744 ,744 ,1 ,1 ,2 ,2019011422 ,,,1 ,2 ,201901150310 ,,
강원,춘천,중앙로,99 ,31 ,738 ,738 ,1 ,0 ,2 ,2019011422 ,,,1 ,2 ,201901150108 ,,
강원,춘천,석사동,99 ,31 ,732 ,736 ,1 ,0 ,2 ,2019011424 ,,,1 ,2 ,201901150108 ,,
강원,강릉,옥천동,99 ,31 ,744 ,738 ,0 ,0 ,1 ,2019011418 ,,,0 ,1 ,201901141724 ,,
강원,원주,중앙동,97 ,29 ,722 ,721 ,1 ,0 ,5 ,2019010504 ,,,1 ,3 ,201901052306 ,,
강원,원주,명륜동,99 ,31 ,738 ,737 ,1 ,0 ,3 ,2019010501 ,,,1 ,3 ,201901080310 ,,
강원,원주,문막읍,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019011423 ,,,1 ,1 ,201901150108 ,,
강원,동해,천곡동,99 ,31 ,738 ,737 ,0 ,0 ,1 ,2019010412 ,,,0 ,1 ,201901141724 ,,
  '' 농도값''의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              '' 농도값''''의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.,,,,,,,,,,,,,,,,,
  '' 전남 중동 측정소는 장비교체,,,,,,,,,  '' 경북 남문동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,
  '' 경남 가음정동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,,  '' 강원 양구 측정소는 베이스라인 이상으로 자료 삭제,,,,,,,,
강원,삼척,남양동,99 ,31 ,738 ,737 ,0 ,0 ,1 ,2019010422 ,,,0 ,1 ,201901150108 ,,
강원,평창,평창읍,96 ,29 ,715 ,712 ,1 ,0 ,2 ,2019011424 ,,,0 ,2 ,201901152205 ,,
강원,양양,양양군,81 ,24 ,590 ,601 ,1 ,0 ,1 ,2019010207 ,,,0 ,1 ,201901230108 ,,
강원,속초,속초시,55 ,17 ,403 ,406 ,1 ,0 ,2 ,2019011902 ,,,0 ,2 ,201901190108 ,,
강원,영월,영월읍,90 ,28 ,674 ,673 ,1 ,0 ,1 ,2019011410 ,,,0 ,1 ,201901150108 ,,
강원,철원,철원군,99 ,31 ,732 ,737 ,1 ,0 ,2 ,2019011504 ,,,1 ,2 ,201901152104 ,,
충북,청주,송정동,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019011423 ,,,1 ,1 ,201901152104 ,,
충북,청주,사천동,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019010422 ,,,1 ,2 ,201901052003 ,,
충북,청주,문화동,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019011409 ,,,1 ,1 ,201901202104 ,,
충북,청주,용암동,97 ,29 ,718 ,719 ,1 ,0 ,1 ,2019010809 ,,,0 ,1 ,201901080310 ,,
충북,청주,오창읍,99 ,31 ,735 ,733 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901152104 ,,
충북,충주,호암동,99 ,31 ,744 ,736 ,1 ,0 ,2 ,2019010808 ,,,1 ,2 ,201901152205 ,,
충북,충주,칠금동,99 ,31 ,744 ,738 ,1 ,0 ,4 ,2019012224 ,,,1 ,2 ,201901232003 ,,
충북,제천,장락동,98 ,30 ,733 ,729 ,1 ,0 ,3 ,2019011323 ,,,0 ,2 ,201901152104 ,,
충북,단양,매포읍,99 ,31 ,744 ,737 ,1 ,0 ,3 ,2019010810 ,,,1 ,2 ,201901080411 ,,
충북,진천,진천읍,100 ,31 ,744 ,742 ,1 ,0 ,2 ,2019011309 ,,,1 ,2 ,201901152205 ,,
충북,옥천,옥천읍,98 ,30 ,725 ,726 ,1 ,0 ,1 ,2019011505 ,,,0 ,1 ,201901152407 ,,
충북,영동,영동읍,99 ,31 ,732 ,736 ,1 ,0 ,1 ,2019011810 ,,,0 ,1 ,201901150209 ,,
충북,증평,증평읍,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019011509 ,,,1 ,1 ,201901150108 ,,
충북,보은,보은읍,99 ,31 ,732 ,738 ,1 ,0 ,1 ,2019011420 ,,,1 ,1 ,201901151801 ,,
충남,천안,성황동,96 ,29 ,717 ,714 ,1 ,0 ,2 ,2019010309 ,,,0 ,2 ,201901142306 ,,
충남,천안,백석동,96 ,29 ,719 ,717 ,1 ,0 ,2 ,2019012309 ,,,0 ,1 ,201901230310 ,,
충남,천안,성거읍,99 ,31 ,744 ,736 ,1 ,0 ,2 ,2019010801 ,,,1 ,2 ,201901150108 ,,
충남,당진,송산면,99 ,31 ,744 ,737 ,1 ,1 ,4 ,2019011218 ,,,1 ,2 ,201901200411 ,,
충남,당진,당진시청사,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019011419 ,,,1 ,1 ,201901141623 ,,
충남,서산,독곶리,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019010913 ,,,1 ,1 ,201901052205 ,,
충남,서산,동문동,99 ,31 ,744 ,737 ,1 ,0 ,3 ,2019012308 ,,,1 ,2 ,201901230310 ,,
충남,서산,대산리,99 ,31 ,737 ,734 ,1 ,0 ,3 ,2019011413 ,,,1 ,2 ,201901140714 ,,
충남,아산,모종동,99 ,31 ,738 ,735 ,1 ,0 ,2 ,2019010420 ,,,1 ,2 ,201901140108 ,,
충남,아산,배방읍,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019012310 ,,,1 ,1 ,201901140108 ,,
충남,아산,도고면,99 ,31 ,744 ,736 ,1 ,0 ,1 ,2019011316 ,,,0 ,1 ,201901131219 ,,
충남,아산,둔포면,99 ,31 ,744 ,737 ,1 ,0 ,1 ,2019011902 ,,,1 ,1 ,201901141623 ,,
충남,아산,인주면,99 ,31 ,744 ,737 ,1 ,0 ,1 ,2019011420 ,,,0 ,1 ,201901141623 ,,
충남,논산,논산,99 ,31 ,732 ,734 ,1 ,0 ,2 ,2019011422 ,,,1 ,2 ,201901150209 ,,
충남,태안,이원면,99 ,31 ,744 ,737 ,1 ,0 ,1 ,2019010502 ,,,1 ,1 ,201901050108 ,,
충남,태안,태안읍,99 ,31 ,744 ,739 ,1 ,0 ,2 ,2019010422 ,,,0 ,1 ,201901140108 ,,
충남,보령,대천2동,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019011510 ,,,1 ,1 ,201901150310 ,,
충남,보령,주교면,99 ,31 ,738 ,736 ,1 ,0 ,2 ,2019010809 ,,,1 ,1 ,201901080108 ,,
충남,홍성,홍성읍,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019011410 ,,,1 ,2 ,201901140310 ,,
충남,공주,공주,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019011410 ,,,1 ,1 ,201901140310 ,,
충남,부여,부여읍,78 ,24 ,581 ,579 ,1 ,0 ,2 ,2019011410 ,,,1 ,2 ,201901150108 ,,
충남,청양,청양읍,94 ,29 ,704 ,702 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901140108 ,,
충남,금산,금산읍,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901141724 ,,
충남,예산,예산군,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019011509 ,,,1 ,2 ,201901080108 ,,
충남,계룡,엄사면,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019010409 ,,,1 ,1 ,201901140310 ,,
충남,서천,서천읍,99 ,31 ,738 ,736 ,1 ,0 ,1 ,2019010721 ,,,1 ,1 ,201901081801 ,,
충남,서천,서면,99 ,31 ,744 ,737 ,1 ,0 ,1 ,2019012310 ,,,0 ,1 ,201901150310 ,,
전북,임실,임실읍,100 ,31 ,744 ,741 ,1 ,0 ,1 ,2019012310 ,,,0 ,1 ,201901150108 ,,
전북,전주,삼천동,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019011509 ,,,1 ,1 ,201901150310 ,,
전북,전주,팔복동,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019011509 ,,,1 ,1 ,201901051902 ,,
  '' 농도값''의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              '' 농도값''''의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.,,,,,,,,,,,,,,,,,
  '' 전남 중동 측정소는 장비교체,,,,,,,,,  '' 경북 남문동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,
  '' 경남 가음정동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,,  '' 강원 양구 측정소는 베이스라인 이상으로 자료 삭제,,,,,,,,
전북,전주,중앙동,99 ,31 ,744 ,740 ,1 ,0 ,1 ,2019011511 ,,,1 ,1 ,201901141522 ,,
전북,전주,송천동,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901151801 ,,
전북,군산,신풍동,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019011509 ,,,1 ,2 ,201901140310 ,,
전북,군산,소룡동,100 ,31 ,744 ,741 ,1 ,0 ,1 ,2019011409 ,,,0 ,1 ,201901140310 ,,
전북,군산,개정동,27 ,7 ,200 ,201 ,0.7'''',0 ,1 ,2019010309 ,,,1 ,1 ,201901010108 ,,
전북,익산,남중동,100 ,31 ,744 ,744 ,1 ,0 ,1 ,2019010421 ,,,0 ,1 ,201901141724 ,,
전북,익산,팔봉동,100 ,31 ,744 ,742 ,1 ,0 ,1 ,2019011509 ,,,1 ,1 ,201901141724 ,,
전북,익산,모현동,100 ,31 ,744 ,743 ,1 ,0 ,1 ,2019011410 ,,,0 ,1 ,201901140108 ,,
전북,남원,죽항동,99 ,31 ,732 ,737 ,1 ,0 ,1 ,2019011508 ,,,1 ,1 ,201901150411 ,,
전북,정읍,연지동,99 ,31 ,744 ,739 ,1 ,0 ,1 ,2019011411 ,,,0 ,1 ,201901140512 ,,
전북,정읍,신태인,100 ,31 ,744 ,744 ,1 ,0 ,1 ,2019011420 ,,,0 ,1 ,201901141522 ,,
전북,고창,고창읍,99 ,31 ,738 ,739 ,0 ,0 ,1 ,2019011509 ,,,0 ,1 ,201901140613 ,,
전북,고창,심원면,100 ,31 ,744 ,743 ,1 ,0 ,1 ,2019011309 ,,,0 ,1 ,201901140512 ,,
전북,부안,부안읍,97 ,31 ,707 ,719 ,1 ,0 ,1 ,2019011421 ,,,0 ,1 ,201901141421 ,,
전북,김제,요촌동,99 ,31 ,735 ,733 ,0 ,0 ,1 ,2019010420 ,,,0 ,1 ,201901041522 ,,
전북,완주,고산면,98 ,31 ,738 ,731 ,1 ,0 ,1 ,2019011510 ,,,0 ,1 ,201901141724 ,,
전북,진안,진안읍,99 ,31 ,744 ,740 ,1 ,0 ,1 ,2019010809 ,,,1 ,1 ,201901150209 ,,
전북,무주,무주읍,100 ,31 ,744 ,741 ,1 ,0 ,1 ,2019011510 ,,,1 ,1 ,201901150209 ,,
전북,순창,순창읍,100 ,31 ,744 ,742 ,1 ,0 ,1 ,2019010810 ,,,0 ,1 ,201901080411 ,,
전북,장수,장수읍,99 ,31 ,744 ,740 ,1 ,0 ,1 ,2019011322 ,,,0 ,1 ,201901140108 ,,
전남,여수,서강동,100 ,31 ,744 ,743 ,1 ,0 ,3 ,2019011214 ,,,0 ,2 ,201901120815 ,,
전남,여수,월내동,100 ,31 ,744 ,742 ,1 ,0 ,2 ,2019010413 ,,,1 ,1 ,201901031118 ,,
전남,여수,문수동,88 ,27 ,654 ,656 ,1 ,0 ,2 ,2019011214 ,,,1 ,2 ,201901190310 ,,
전남,여수,여천동,99 ,31 ,738 ,740 ,1 ,0 ,2 ,2019011111 ,,,0 ,1 ,201901140916 ,,
전남,여수,덕충동,100 ,31 ,744 ,743 ,1 ,1 ,2 ,2019010314 ,,,1 ,2 ,201901031320 ,,
전남,여수,화양면,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019010910 ,,,0 ,2 ,201901140815 ,,
전남,여수,율촌면,100 ,31 ,744 ,742 ,1 ,0 ,2 ,2019011912 ,,,0 ,1 ,201901091522 ,,
전남,여수,삼일동,99 ,31 ,744 ,740 ,1 ,0 ,3 ,2019011313 ,,,1 ,2 ,201901190209 ,,
전남,광양,중동,0 ,0 ,0 ,0 ,,,,,,,,,,,
전남,광양,태인동,99 ,31 ,738 ,735 ,1 ,0 ,4 ,2019011815 ,,,0 ,2 ,201901180916 ,,
전남,광양,진상면,99 ,31 ,738 ,737 ,1 ,0 ,3 ,2019012416 ,,,0 ,2 ,201901241320 ,,
전남,광양,광양읍,99 ,31 ,737 ,738 ,1 ,0 ,1 ,2019012309 ,,,0 ,1 ,201901150209 ,,
전남,순천,장천동,99 ,31 ,737 ,737 ,0 ,0 ,2 ,2019011116 ,,,0 ,1 ,201901111522 ,,
전남,순천,연향동,99 ,31 ,744 ,739 ,0 ,0 ,2 ,2019011116 ,,,0 ,1 ,201901111522 ,,
전남,순천,순천만,99 ,31 ,736 ,735 ,1 ,0 ,1 ,2019011116 ,,,0 ,1 ,201901111320 ,,
전남,순천,호두리,83 ,25 ,617 ,616 ,1 ,0 ,2 ,2019012914 ,,,1 ,2 ,201901091320 ,,
전남,순천,신대,99 ,31 ,727 ,737 ,1 ,0 ,2 ,2019011115 ,,,0 ,1 ,201901111320 ,,
전남,목포,용당동,100 ,31 ,744 ,741 ,1 ,0 ,2 ,2019012310 ,,,1 ,2 ,201901230209 ,,
전남,목포,부흥동,99 ,31 ,744 ,740 ,1 ,0 ,2 ,2019011509 ,,,0 ,1 ,201901150108 ,,
전남,영암,나불리,100 ,31 ,744 ,742 ,1 ,0 ,1 ,2019011507 ,,,0 ,1 ,201901150108 ,,
전남,나주,빛가람동,99 ,31 ,738 ,740 ,0 ,0 ,1 ,2019011511 ,,,0 ,1 ,201901140512 ,,
전남,담양,담양읍,99 ,31 ,744 ,740 ,1 ,0 ,1 ,2019012518 ,,,1 ,1 ,201901150108 ,,
전남,장성,장성읍,99 ,31 ,738 ,740 ,1 ,0 ,1 ,2019011410 ,,,0 ,1 ,201901140411 ,,
전남,해남,해남읍,99 ,31 ,737 ,740 ,1 ,0 ,1 ,2019012309 ,,,0 ,1 ,201901010108 ,,
전남,영광,영광읍,100 ,31 ,744 ,743 ,1 ,0 ,1 ,2019011409 ,,,0 ,1 ,201901150108 ,,
전남,장흥,장흥읍,100 ,31 ,739 ,742 ,1 ,0 ,1 ,2019011119 ,,,0 ,1 ,201901111623 ,,
경북,영천,영천시,80 ,25 ,595 ,598 ,1 ,0 ,1 ,2019011507 ,,,1 ,1 ,201901150108 ,,
경북,포항,장흥동,96 ,29 ,710 ,715 ,0 ,0 ,1 ,2019010609 ,,,0 ,1 ,201901150209 ,,
경북,포항,장량동,94 ,28 ,687 ,697 ,1 ,0 ,1 ,2019011508 ,,,0 ,1 ,201901150512 ,,
경북,포항,대도동,99 ,31 ,738 ,739 ,1 ,0 ,1 ,2019011820 ,,,0 ,1 ,201901051219 ,,
  '' 농도값''의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              '' 농도값''''의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.,,,,,,,,,,,,,,,,,
  '' 전남 중동 측정소는 장비교체,,,,,,,,,  '' 경북 남문동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,
  '' 경남 가음정동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,,  '' 강원 양구 측정소는 베이스라인 이상으로 자료 삭제,,,,,,,,
경북,포항,대송면,99 ,31 ,738 ,740 ,1 ,0 ,1 ,2019011507 ,,,1 ,1 ,201901150209 ,,
경북,포항,3공단,99 ,31 ,744 ,739 ,1 ,0 ,1 ,2019011508 ,,,1 ,1 ,201901150310 ,,
경북,구미,공단동,99 ,31 ,744 ,738 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901230310 ,,
경북,구미,원평동,99 ,31 ,732 ,736 ,1 ,0 ,2 ,2019012309 ,,,0 ,1 ,201901230209 ,,
경북,구미,형곡동,99 ,31 ,732 ,734 ,1 ,0 ,2 ,2019012310 ,,,0 ,1 ,201901230411 ,,
경북,구미,4공단,99 ,31 ,731 ,735 ,0 ,0 ,1 ,2019012311 ,,,0 ,1 ,201901230310 ,,
경북,김천,문당동,96 ,29 ,703 ,712 ,1 ,0 ,1 ,2019011503 ,,,0 ,1 ,201901150108 ,,
경북,경주,성건동,93 ,29 ,690 ,695 ,0 ,0 ,1 ,2019011508 ,,,0 ,1 ,201901140310 ,,
경북,안동,남문동,0 ,0 ,0 ,0 ,,,,,,,,,,,
경북,영주,휴천2동,97 ,30 ,710 ,719 ,1 ,0 ,3 ,2019011920 ,,,0 ,2 ,201901201801 ,,
경북,경산,중방동,94 ,28 ,699 ,700 ,1 ,0 ,1 ,2019011410 ,,,0 ,1 ,201901140411 ,,
경북,상주,상주시,100 ,31 ,738 ,741 ,1 ,0 ,2 ,2019011421 ,,,0 ,2 ,201901151902 ,,
경북,칠곡,칠곡군,100 ,31 ,744 ,741 ,1 ,0 ,1 ,2019011507 ,,,0 ,1 ,201901150108 ,,
경남,창원,명서동,99 ,31 ,738 ,736 ,1 ,0 ,2 ,2019012810 ,,,1 ,1 ,201901280310 ,,
경남,창원,웅남동,99 ,31 ,732 ,734 ,1 ,0 ,2 ,2019012309 ,,,1 ,1 ,201901230411 ,,
경남,창원,가음정동,0 ,0 ,0 ,0 ,,,,,,,,,,,
경남,창원,용지동,99 ,31 ,737 ,735 ,1 ,0 ,1 ,2019012310 ,,,0 ,1 ,201901190613 ,,
경남,창원,사파동,99 ,31 ,744 ,736 ,1 ,0 ,1 ,2019010409 ,,,0 ,1 ,201901140512 ,,
경남,창원,경화동,97 ,30 ,723 ,725 ,1 ,0 ,1 ,2019011909 ,,,0 ,1 ,201901230209 ,,
경남,창원,회원동,99 ,31 ,731 ,734 ,1 ,0 ,1 ,2019012309 ,,,0 ,1 ,201901230310 ,,
경남,창원,봉암동,99 ,31 ,737 ,734 ,0 ,0 ,1 ,2019011910 ,,,0 ,1 ,201901190108 ,,
경남,진주,상봉동,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019012717 ,,,1 ,1 ,201901271623 ,,
경남,진주,대안동,99 ,31 ,738 ,737 ,1 ,0 ,2 ,2019012810 ,,,0 ,1 ,201901271724 ,,
경남,진주,상대동,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019012717 ,,,1 ,1 ,201901041724 ,,
경남,하동,하동읍,99 ,31 ,738 ,736 ,1 ,0 ,3 ,2019011817 ,,,0 ,1 ,201901181320 ,,
경남,김해,동상동,99 ,31 ,744 ,737 ,1 ,0 ,1 ,2019012309 ,,,0 ,1 ,201901230411 ,,
경남,김해,삼방동,99 ,31 ,744 ,738 ,0 ,0 ,1 ,2019012309 ,,,0 ,1 ,201901190310 ,,
경남,김해,장유동,98 ,31 ,731 ,732 ,0 ,0 ,1 ,2019012310 ,,,0 ,1 ,201901230512 ,,
경남,양산,북부동,99 ,31 ,732 ,734 ,1 ,0 ,1 ,2019010309 ,,,0 ,1 ,201901040310 ,,
경남,양산,웅상읍,99 ,31 ,738 ,736 ,1 ,0 ,1 ,2019011409 ,,,0 ,1 ,201901031623 ,,
경남,거제,아주동,99 ,31 ,731 ,733 ,1 ,0 ,1 ,2019012309 ,,,1 ,1 ,201901230613 ,,
경남,사천,사천읍,99 ,31 ,732 ,735 ,1 ,0 ,2 ,2019012716 ,,,0 ,1 ,201901191801 ,,
경남,밀양,내일동,99 ,31 ,744 ,738 ,0 ,0 ,1 ,2019010309 ,,,0 ,1 ,201901080108 ,,
경남,통영,무전동,99 ,31 ,744 ,737 ,1 ,0 ,2 ,2019010718 ,,,0 ,1 ,201901071522 ,,
경남,고성,고성읍,97 ,30 ,720 ,724 ,1 ,0 ,2 ,2019010422 ,,,0 ,1 ,201901041522 ,,
경남,거창,거창읍,94 ,28 ,693 ,699 ,1 ,0 ,1 ,2019010809 ,,,0 ,1 ,201901080411 ,,
경남,함안,가야읍,99 ,31 ,733 ,738 ,1 ,0 ,1 ,2019010309 ,,,0 ,1 ,201901282104 ,,
경남,함양,함양읍,99 ,31 ,739 ,737 ,0 ,0 ,1 ,2019011310 ,,,0 ,1 ,201901150209 ,,
경남,남해,남해읍,99 ,31 ,739 ,738 ,1 ,0 ,2 ,2019010316 ,,,1 ,1 ,201901160916 ,,
제주,제주,이도동,99 ,31 ,731 ,735 ,1 ,0 ,1 ,2019011519 ,,,1 ,1 ,201901050714 ,,
제주,제주,연동,99 ,31 ,738 ,740 ,0 ,0 ,1 ,2019011419 ,,,0 ,1 ,201901050916 ,,
제주,서귀포,동홍동,99 ,31 ,744 ,740 ,0 ,0 ,1 ,2019010220 ,,,0 ,1 ,201901121724 ,,
제주,서귀포,성산읍,99 ,31 ,738 ,734 ,0 ,0 ,1 ,2019010512 ,,,0 ,1 ,201901050714 ,,
제주,서귀포,대정읍,99 ,31 ,738 ,737 ,0 ,0 ,1 ,2019010511 ,,,0 ,1 ,201901050916 ,,
  '' 농도값''의 값은 자료 획득률이 50% 이상이나 75% 미만인 도시의 월평균 값임.                              '' 농도값''''의 값은 자료 획득률이 50% 미만인 도시의 월평균 값임.,,,,,,,,,,,,,,,,,
  '' 전남 중동 측정소는 장비교체,,,,,,,,,  '' 경북 남문동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,
  '' 경남 가음정동 측정소는 측정소 이전으로 인한 시험가동,,,,,,,,,  '' 강원 양구 측정소는 베이스라인 이상으로 자료 삭제,,,,,,,,
